code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-ru_RU;label-it_IT;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_286;pim_catalog_number;attr_gr_13;0;"pim_catalog_text culpa consectetur";"pim_catalog_text fugit reprehenderit";"pim_catalog_text ut ratione";"pim_catalog_text quia maiores";0;0;;;
attr_287;pim_catalog_multiselect;attr_gr_9;0;"pim_catalog_text esse doloribus";"pim_catalog_text iusto neque";"pim_catalog_text dolorem velit";"pim_catalog_text accusantium vel";0;0;;;
attr_288;pim_catalog_image;attr_gr_12;0;"pim_catalog_text aut minima";"pim_catalog_text consectetur eos";"pim_catalog_text et at";"pim_catalog_text enim et";0;0;png,pdf;;
attr_289;pim_catalog_simpleselect;attr_gr_10;0;"pim_catalog_text sit id";"pim_catalog_text magnam ut";"pim_catalog_text ab adipisci";"pim_catalog_text ducimus magnam";0;0;;;
attr_290;pim_catalog_boolean;attr_gr_11;0;"pim_catalog_text quia est";"pim_catalog_text fugit aut";"pim_catalog_text autem porro";"pim_catalog_text quis modi";0;0;;;
attr_291;pim_catalog_date;attr_gr_11;0;"pim_catalog_text accusamus consequatur";"pim_catalog_text esse quas";"pim_catalog_text consectetur omnis";"pim_catalog_text illo non";0;0;;;
attr_292;pim_catalog_boolean;attr_gr_8;0;"pim_catalog_text eveniet facilis";"pim_catalog_text unde repellat";"pim_catalog_text et repudiandae";"pim_catalog_text quia et";0;0;;;
attr_293;pim_catalog_text;attr_gr_2;0;"pim_catalog_text magni molestias";"pim_catalog_text delectus et";"pim_catalog_text enim sint";"pim_catalog_text ut et";0;0;;;
attr_294;pim_catalog_date;attr_gr_5;0;"pim_catalog_text dolorem incidunt";"pim_catalog_text voluptas et";"pim_catalog_text fugiat corporis";"pim_catalog_text quis corporis";0;0;;;
attr_295;pim_catalog_price_collection;attr_gr_9;0;"pim_catalog_text facere suscipit";"pim_catalog_text id ad";"pim_catalog_text modi amet";"pim_catalog_text aliquam quis";0;0;;;
attr_296;pim_catalog_multiselect;attr_gr_11;0;"pim_catalog_text sed aut";"pim_catalog_text provident sapiente";"pim_catalog_text sed laboriosam";"pim_catalog_text blanditiis quidem";0;0;;;
attr_297;pim_catalog_metric;attr_gr_12;0;"pim_catalog_text deserunt qui";"pim_catalog_text dolor cupiditate";"pim_catalog_text quis unde";"pim_catalog_text vero laborum";0;0;;Length;METER
attr_298;pim_catalog_image;attr_gr_9;0;"pim_catalog_text molestiae quas";"pim_catalog_text quae dolores";"pim_catalog_text non autem";"pim_catalog_text libero facilis";0;0;pdf,jpg;;
attr_299;pim_catalog_metric;attr_gr_8;0;"pim_catalog_text incidunt dolorem";"pim_catalog_text odit ab";"pim_catalog_text et eveniet";"pim_catalog_text officiis sed";0;0;;Length;METER
attr_300;pim_catalog_image;attr_gr_4;0;"pim_catalog_text aut nisi";"pim_catalog_text dolore doloribus";"pim_catalog_text laudantium odio";"pim_catalog_text iste facilis";0;0;jpg,pdf;;
attr_301;pim_catalog_file;attr_gr_0;0;"pim_catalog_text dolorem et";"pim_catalog_text sed quae";"pim_catalog_text necessitatibus aperiam";"pim_catalog_text aut nesciunt";0;0;png,pdf;;
attr_302;pim_catalog_date;attr_gr_3;0;"pim_catalog_text eveniet quae";"pim_catalog_text occaecati modi";"pim_catalog_text eos illo";"pim_catalog_text et fuga";0;0;;;
attr_303;pim_catalog_textarea;attr_gr_12;0;"pim_catalog_text eaque enim";"pim_catalog_text ea architecto";"pim_catalog_text quia est";"pim_catalog_text id quia";0;0;;;
attr_304;pim_catalog_simpleselect;attr_gr_9;0;"pim_catalog_text minus exercitationem";"pim_catalog_text et eveniet";"pim_catalog_text dignissimos cum";"pim_catalog_text omnis expedita";0;0;;;
attr_305;pim_catalog_metric;attr_gr_7;0;"pim_catalog_text eum ipsum";"pim_catalog_text cupiditate magni";"pim_catalog_text eos enim";"pim_catalog_text delectus quis";0;0;;Length;METER
attr_306;pim_catalog_number;attr_gr_14;0;"pim_catalog_text placeat corporis";"pim_catalog_text qui omnis";"pim_catalog_text aut et";"pim_catalog_text ad ab";0;0;;;
attr_307;pim_catalog_multiselect;attr_gr_11;0;"pim_catalog_text consequuntur sed";"pim_catalog_text odit suscipit";"pim_catalog_text quaerat nostrum";"pim_catalog_text commodi dolorum";0;0;;;
attr_308;pim_catalog_price_collection;attr_gr_14;0;"pim_catalog_text molestiae optio";"pim_catalog_text distinctio ratione";"pim_catalog_text iusto officiis";"pim_catalog_text non delectus";0;0;;;
attr_309;pim_catalog_textarea;attr_gr_6;1;"pim_catalog_text est sit";"pim_catalog_text cupiditate et";"pim_catalog_text et voluptas";"pim_catalog_text aliquam vel";0;0;;;
attr_310;pim_catalog_metric;attr_gr_2;0;"pim_catalog_text asperiores et";"pim_catalog_text molestias delectus";"pim_catalog_text est doloremque";"pim_catalog_text itaque aliquid";0;0;;Length;METER
attr_311;pim_catalog_file;attr_gr_4;0;"pim_catalog_text ut a";"pim_catalog_text nam numquam";"pim_catalog_text facilis dignissimos";"pim_catalog_text ab cupiditate";0;0;png,pdf;;
attr_312;pim_catalog_price_collection;attr_gr_10;0;"pim_catalog_text excepturi ipsum";"pim_catalog_text omnis repellat";"pim_catalog_text dolorum et";"pim_catalog_text consequatur corrupti";0;0;;;
attr_313;pim_catalog_textarea;attr_gr_9;0;"pim_catalog_text veniam qui";"pim_catalog_text quia aut";"pim_catalog_text quo ut";"pim_catalog_text possimus consequatur";0;0;;;
attr_314;pim_catalog_textarea;attr_gr_11;0;"pim_catalog_text rerum aut";"pim_catalog_text tempore officia";"pim_catalog_text accusamus at";"pim_catalog_text optio repudiandae";0;0;;;
attr_315;pim_catalog_simpleselect;attr_gr_1;0;"pim_catalog_text fuga pariatur";"pim_catalog_text corporis cumque";"pim_catalog_text debitis consequatur";"pim_catalog_text adipisci nulla";0;0;;;
attr_316;pim_catalog_image;attr_gr_14;0;"pim_catalog_text animi saepe";"pim_catalog_text a et";"pim_catalog_text sed aut";"pim_catalog_text rem esse";0;0;jpg,png;;
attr_317;pim_catalog_file;attr_gr_11;0;"pim_catalog_text a nesciunt";"pim_catalog_text dolorem rem";"pim_catalog_text pariatur amet";"pim_catalog_text mollitia delectus";0;0;pdf,jpg;;
attr_318;pim_catalog_number;attr_gr_4;0;"pim_catalog_text explicabo fugiat";"pim_catalog_text voluptas dolor";"pim_catalog_text quidem iure";"pim_catalog_text vitae animi";1;0;;;
attr_319;pim_catalog_boolean;attr_gr_4;0;"pim_catalog_text saepe molestias";"pim_catalog_text corrupti ea";"pim_catalog_text dolor ut";"pim_catalog_text et qui";0;0;;;
attr_320;pim_catalog_date;attr_gr_14;0;"pim_catalog_text enim hic";"pim_catalog_text perferendis quibusdam";"pim_catalog_text nihil facere";"pim_catalog_text tempore alias";0;0;;;
attr_321;pim_catalog_metric;attr_gr_2;0;"pim_catalog_text tenetur perferendis";"pim_catalog_text enim ut";"pim_catalog_text vel culpa";"pim_catalog_text et vitae";0;0;;Length;METER
attr_322;pim_catalog_boolean;attr_gr_3;0;"pim_catalog_text perspiciatis deleniti";"pim_catalog_text expedita eveniet";"pim_catalog_text odit omnis";"pim_catalog_text qui et";0;0;;;
attr_323;pim_catalog_simpleselect;attr_gr_1;0;"pim_catalog_text id facilis";"pim_catalog_text provident et";"pim_catalog_text aut hic";"pim_catalog_text et totam";0;0;;;
attr_324;pim_catalog_number;attr_gr_0;0;"pim_catalog_text ut aperiam";"pim_catalog_text adipisci et";"pim_catalog_text architecto similique";"pim_catalog_text pariatur velit";0;0;;;
attr_325;pim_catalog_number;attr_gr_8;0;"pim_catalog_text itaque similique";"pim_catalog_text earum dolor";"pim_catalog_text ut dolorem";"pim_catalog_text quis neque";0;0;;;
attr_326;pim_catalog_simpleselect;attr_gr_5;0;"pim_catalog_text nihil alias";"pim_catalog_text sint dolores";"pim_catalog_text nostrum eligendi";"pim_catalog_text perferendis modi";0;0;;;
attr_327;pim_catalog_date;attr_gr_4;0;"pim_catalog_text accusamus quis";"pim_catalog_text et commodi";"pim_catalog_text est unde";"pim_catalog_text et qui";0;0;;;
attr_328;pim_catalog_simpleselect;attr_gr_8;0;"pim_catalog_text omnis id";"pim_catalog_text asperiores laborum";"pim_catalog_text dolorum voluptatem";"pim_catalog_text molestias assumenda";0;0;;;
attr_329;pim_catalog_simpleselect;attr_gr_8;0;"pim_catalog_text dicta rerum";"pim_catalog_text eaque repellat";"pim_catalog_text dolorum doloribus";"pim_catalog_text ipsum similique";1;0;;;
attr_330;pim_catalog_simpleselect;attr_gr_12;0;"pim_catalog_text molestiae sequi";"pim_catalog_text assumenda laudantium";"pim_catalog_text eos exercitationem";"pim_catalog_text veniam sit";0;0;;;
attr_331;pim_catalog_date;attr_gr_7;0;"pim_catalog_text recusandae et";"pim_catalog_text minima iusto";"pim_catalog_text alias optio";"pim_catalog_text ad modi";0;0;;;
attr_332;pim_catalog_date;attr_gr_14;0;"pim_catalog_text rerum dolor";"pim_catalog_text maiores id";"pim_catalog_text reprehenderit iure";"pim_catalog_text aperiam fuga";1;0;;;
attr_333;pim_catalog_number;attr_gr_13;0;"pim_catalog_text atque non";"pim_catalog_text similique est";"pim_catalog_text rerum labore";"pim_catalog_text aliquam molestias";0;0;;;
attr_334;pim_catalog_number;attr_gr_8;0;"pim_catalog_text tenetur nihil";"pim_catalog_text fugit est";"pim_catalog_text quia itaque";"pim_catalog_text voluptatum dolorem";0;0;;;
attr_335;pim_catalog_metric;attr_gr_9;0;"pim_catalog_text dolorum illo";"pim_catalog_text quia quasi";"pim_catalog_text ad quo";"pim_catalog_text consequatur necessitatibus";0;0;;Length;METER
attr_336;pim_catalog_textarea;attr_gr_6;0;"pim_catalog_text necessitatibus aut";"pim_catalog_text dolores ipsum";"pim_catalog_text sit aut";"pim_catalog_text sapiente rerum";0;0;;;
attr_337;pim_catalog_metric;attr_gr_11;1;"pim_catalog_text corporis occaecati";"pim_catalog_text laborum aut";"pim_catalog_text qui fugit";"pim_catalog_text voluptate ratione";0;0;;Length;METER
attr_338;pim_catalog_multiselect;attr_gr_13;0;"pim_catalog_text nostrum explicabo";"pim_catalog_text aut quaerat";"pim_catalog_text est dolores";"pim_catalog_text omnis ab";0;0;;;
attr_339;pim_catalog_simpleselect;attr_gr_2;0;"pim_catalog_text quisquam quia";"pim_catalog_text laborum sit";"pim_catalog_text incidunt corporis";"pim_catalog_text quia architecto";0;0;;;
attr_340;pim_catalog_multiselect;attr_gr_1;0;"pim_catalog_text labore sunt";"pim_catalog_text aspernatur excepturi";"pim_catalog_text ut eos";"pim_catalog_text ut atque";0;0;;;
attr_341;pim_catalog_image;attr_gr_3;0;"pim_catalog_text tenetur excepturi";"pim_catalog_text et perspiciatis";"pim_catalog_text exercitationem sed";"pim_catalog_text eos aut";0;0;png,pdf;;
attr_342;pim_catalog_price_collection;attr_gr_8;0;"pim_catalog_text id rerum";"pim_catalog_text dolore natus";"pim_catalog_text cumque ab";"pim_catalog_text sit et";0;0;;;
attr_343;pim_catalog_price_collection;attr_gr_1;0;"pim_catalog_text velit neque";"pim_catalog_text voluptate natus";"pim_catalog_text debitis aliquam";"pim_catalog_text illo incidunt";0;0;;;
attr_344;pim_catalog_textarea;attr_gr_7;0;"pim_catalog_text at impedit";"pim_catalog_text magnam et";"pim_catalog_text in voluptatum";"pim_catalog_text et quo";0;0;;;
attr_345;pim_catalog_date;attr_gr_8;0;"pim_catalog_text recusandae incidunt";"pim_catalog_text dolorem qui";"pim_catalog_text quo voluptatum";"pim_catalog_text id odio";0;0;;;
attr_346;pim_catalog_file;attr_gr_14;0;"pim_catalog_text aliquam voluptas";"pim_catalog_text perferendis sit";"pim_catalog_text distinctio aperiam";"pim_catalog_text deserunt adipisci";0;0;png,jpg;;
attr_347;pim_catalog_textarea;attr_gr_1;0;"pim_catalog_text repellat cumque";"pim_catalog_text consequuntur deserunt";"pim_catalog_text ipsam itaque";"pim_catalog_text et incidunt";0;0;;;
attr_348;pim_catalog_metric;attr_gr_13;0;"pim_catalog_text excepturi qui";"pim_catalog_text et sunt";"pim_catalog_text dolorem modi";"pim_catalog_text excepturi natus";0;0;;Length;METER
attr_349;pim_catalog_price_collection;attr_gr_1;0;"pim_catalog_text aut pariatur";"pim_catalog_text amet ut";"pim_catalog_text dolor facere";"pim_catalog_text dolorem dolorum";0;0;;;
attr_350;pim_catalog_textarea;attr_gr_13;0;"pim_catalog_text est tempora";"pim_catalog_text beatae officiis";"pim_catalog_text odit recusandae";"pim_catalog_text quidem voluptas";0;0;;;
attr_351;pim_catalog_multiselect;attr_gr_14;0;"pim_catalog_text iure et";"pim_catalog_text optio officia";"pim_catalog_text sit quia";"pim_catalog_text error suscipit";0;0;;;
attr_352;pim_catalog_metric;attr_gr_0;0;"pim_catalog_text provident veniam";"pim_catalog_text ad iure";"pim_catalog_text officia et";"pim_catalog_text rem non";0;0;;Length;METER
attr_353;pim_catalog_metric;attr_gr_9;1;"pim_catalog_text sunt saepe";"pim_catalog_text similique in";"pim_catalog_text animi quae";"pim_catalog_text labore autem";1;0;;Length;METER
attr_354;pim_catalog_image;attr_gr_11;0;"pim_catalog_text molestiae necessitatibus";"pim_catalog_text aliquid nihil";"pim_catalog_text qui et";"pim_catalog_text voluptatem aut";0;0;png,jpg;;
attr_355;pim_catalog_simpleselect;attr_gr_2;0;"pim_catalog_text nobis dolor";"pim_catalog_text quos harum";"pim_catalog_text velit quis";"pim_catalog_text sed est";0;0;;;
attr_356;pim_catalog_image;attr_gr_4;0;"pim_catalog_text ut et";"pim_catalog_text quo eum";"pim_catalog_text nesciunt sed";"pim_catalog_text beatae molestias";1;0;jpg,pdf;;
attr_357;pim_catalog_price_collection;attr_gr_4;0;"pim_catalog_text suscipit voluptate";"pim_catalog_text velit sit";"pim_catalog_text perspiciatis nisi";"pim_catalog_text aliquid sed";0;0;;;
attr_358;pim_catalog_date;attr_gr_14;0;"pim_catalog_text corporis velit";"pim_catalog_text dolorem ut";"pim_catalog_text dignissimos voluptate";"pim_catalog_text ratione rerum";1;0;;;
attr_359;pim_catalog_textarea;attr_gr_6;0;"pim_catalog_text repellat eos";"pim_catalog_text et officiis";"pim_catalog_text sint qui";"pim_catalog_text dicta omnis";0;0;;;
attr_360;pim_catalog_image;attr_gr_14;0;"pim_catalog_text rem suscipit";"pim_catalog_text autem impedit";"pim_catalog_text eos similique";"pim_catalog_text nobis quia";0;0;jpg,pdf;;
attr_361;pim_catalog_text;attr_gr_12;0;"pim_catalog_text est aperiam";"pim_catalog_text cupiditate et";"pim_catalog_text id dignissimos";"pim_catalog_text quae vel";0;0;;;
attr_362;pim_catalog_date;attr_gr_10;0;"pim_catalog_text odit repellat";"pim_catalog_text aut velit";"pim_catalog_text beatae repellat";"pim_catalog_text provident sapiente";0;0;;;
attr_363;pim_catalog_file;attr_gr_11;0;"pim_catalog_text quis sint";"pim_catalog_text saepe dolor";"pim_catalog_text commodi dolorum";"pim_catalog_text aspernatur id";0;0;png,jpg;;
attr_364;pim_catalog_textarea;attr_gr_4;0;"pim_catalog_text ullam consequuntur";"pim_catalog_text vel doloremque";"pim_catalog_text quis necessitatibus";"pim_catalog_text autem ipsam";0;0;;;
attr_365;pim_catalog_simpleselect;attr_gr_6;0;"pim_catalog_text beatae sint";"pim_catalog_text quam et";"pim_catalog_text ut qui";"pim_catalog_text atque et";0;1;;;
attr_366;pim_catalog_metric;attr_gr_9;0;"pim_catalog_text perspiciatis animi";"pim_catalog_text quia et";"pim_catalog_text voluptatem consequatur";"pim_catalog_text a illum";0;0;;Length;METER
attr_367;pim_catalog_image;attr_gr_14;0;"pim_catalog_text cum ut";"pim_catalog_text corporis qui";"pim_catalog_text itaque qui";"pim_catalog_text libero magnam";0;0;pdf,png;;
attr_368;pim_catalog_price_collection;attr_gr_4;0;"pim_catalog_text est voluptatibus";"pim_catalog_text dolor ipsam";"pim_catalog_text amet eos";"pim_catalog_text dignissimos nisi";0;0;;;
attr_369;pim_catalog_simpleselect;attr_gr_14;0;"pim_catalog_text atque itaque";"pim_catalog_text unde ut";"pim_catalog_text corrupti consequatur";"pim_catalog_text quod unde";0;0;;;
attr_370;pim_catalog_text;attr_gr_13;0;"pim_catalog_text non necessitatibus";"pim_catalog_text quia quidem";"pim_catalog_text repudiandae natus";"pim_catalog_text dolores labore";0;0;;;
attr_371;pim_catalog_simpleselect;attr_gr_8;0;"pim_catalog_text alias rem";"pim_catalog_text labore qui";"pim_catalog_text perspiciatis nihil";"pim_catalog_text similique et";0;0;;;
attr_372;pim_catalog_textarea;attr_gr_0;0;"pim_catalog_text qui sint";"pim_catalog_text est est";"pim_catalog_text eum molestiae";"pim_catalog_text dicta nihil";0;0;;;
attr_373;pim_catalog_boolean;attr_gr_6;0;"pim_catalog_text aut deserunt";"pim_catalog_text at qui";"pim_catalog_text debitis mollitia";"pim_catalog_text fugiat quod";0;0;;;
attr_374;pim_catalog_textarea;attr_gr_4;0;"pim_catalog_text itaque odit";"pim_catalog_text dignissimos voluptate";"pim_catalog_text sit rerum";"pim_catalog_text iste sunt";0;0;;;
attr_375;pim_catalog_file;attr_gr_10;0;"pim_catalog_text eligendi distinctio";"pim_catalog_text voluptatum et";"pim_catalog_text corrupti asperiores";"pim_catalog_text possimus nobis";0;0;jpg,pdf;;
attr_376;pim_catalog_text;attr_gr_9;0;"pim_catalog_text cumque culpa";"pim_catalog_text maiores alias";"pim_catalog_text eum qui";"pim_catalog_text ea nisi";0;0;;;
attr_377;pim_catalog_price_collection;attr_gr_7;0;"pim_catalog_text ea et";"pim_catalog_text sequi corrupti";"pim_catalog_text cum quia";"pim_catalog_text vel eligendi";0;0;;;
attr_378;pim_catalog_image;attr_gr_5;0;"pim_catalog_text iure laborum";"pim_catalog_text atque similique";"pim_catalog_text nisi ut";"pim_catalog_text a aliquid";0;0;pdf,png;;
attr_379;pim_catalog_price_collection;attr_gr_7;0;"pim_catalog_text eius molestiae";"pim_catalog_text eum corrupti";"pim_catalog_text est quos";"pim_catalog_text a atque";0;0;;;
attr_380;pim_catalog_image;attr_gr_0;0;"pim_catalog_text vero omnis";"pim_catalog_text consequatur aut";"pim_catalog_text sit facilis";"pim_catalog_text iure autem";0;0;pdf,png;;
attr_381;pim_catalog_simpleselect;attr_gr_2;0;"pim_catalog_text repellat est";"pim_catalog_text minus ipsa";"pim_catalog_text ut sit";"pim_catalog_text quo saepe";0;0;;;
attr_382;pim_catalog_price_collection;attr_gr_11;1;"pim_catalog_text quasi accusantium";"pim_catalog_text molestiae voluptatem";"pim_catalog_text qui inventore";"pim_catalog_text libero temporibus";0;0;;;
attr_383;pim_catalog_textarea;attr_gr_1;0;"pim_catalog_text qui et";"pim_catalog_text neque ad";"pim_catalog_text aspernatur est";"pim_catalog_text minima iure";0;0;;;
attr_384;pim_catalog_textarea;attr_gr_2;1;"pim_catalog_text quidem esse";"pim_catalog_text sequi eligendi";"pim_catalog_text sit facere";"pim_catalog_text eius sint";0;0;;;
attr_385;pim_catalog_boolean;attr_gr_11;0;"pim_catalog_text natus impedit";"pim_catalog_text accusantium alias";"pim_catalog_text nostrum ducimus";"pim_catalog_text sunt temporibus";0;0;;;
attr_386;pim_catalog_multiselect;attr_gr_3;0;"pim_catalog_text sed saepe";"pim_catalog_text eos aut";"pim_catalog_text qui modi";"pim_catalog_text iste atque";1;0;;;
attr_387;pim_catalog_multiselect;attr_gr_11;0;"pim_catalog_text perspiciatis et";"pim_catalog_text quia sunt";"pim_catalog_text alias est";"pim_catalog_text ut perspiciatis";0;0;;;
attr_388;pim_catalog_file;attr_gr_8;0;"pim_catalog_text quia quia";"pim_catalog_text consequatur consequatur";"pim_catalog_text aut ut";"pim_catalog_text ut corrupti";0;0;jpg,pdf;;
attr_389;pim_catalog_number;attr_gr_1;0;"pim_catalog_text dignissimos ut";"pim_catalog_text ut accusamus";"pim_catalog_text qui modi";"pim_catalog_text minus delectus";0;0;;;
attr_390;pim_catalog_text;attr_gr_9;0;"pim_catalog_text ut voluptatem";"pim_catalog_text natus fuga";"pim_catalog_text consequatur qui";"pim_catalog_text quidem aperiam";0;1;;;
attr_391;pim_catalog_boolean;attr_gr_8;0;"pim_catalog_text qui sunt";"pim_catalog_text mollitia tenetur";"pim_catalog_text dolores deleniti";"pim_catalog_text ut ut";0;0;;;
attr_392;pim_catalog_number;attr_gr_1;0;"pim_catalog_text ab dolorem";"pim_catalog_text adipisci saepe";"pim_catalog_text suscipit dolores";"pim_catalog_text necessitatibus a";0;0;;;
attr_393;pim_catalog_file;attr_gr_5;1;"pim_catalog_text odio modi";"pim_catalog_text facere autem";"pim_catalog_text et nemo";"pim_catalog_text nihil aut";0;0;png,jpg;;
attr_394;pim_catalog_image;attr_gr_10;0;"pim_catalog_text itaque sed";"pim_catalog_text ipsam dolorem";"pim_catalog_text omnis at";"pim_catalog_text vero voluptate";0;0;pdf,jpg;;
attr_395;pim_catalog_simpleselect;attr_gr_1;0;"pim_catalog_text vitae iure";"pim_catalog_text eius placeat";"pim_catalog_text consequuntur laboriosam";"pim_catalog_text animi consequatur";0;0;;;
attr_396;pim_catalog_image;attr_gr_8;0;"pim_catalog_text maxime tempore";"pim_catalog_text aut eos";"pim_catalog_text nostrum doloremque";"pim_catalog_text quod corrupti";0;0;jpg,png;;
attr_397;pim_catalog_date;attr_gr_0;0;"pim_catalog_text aliquid et";"pim_catalog_text ut et";"pim_catalog_text doloribus alias";"pim_catalog_text consectetur dignissimos";0;0;;;
attr_398;pim_catalog_multiselect;attr_gr_3;1;"pim_catalog_text alias cupiditate";"pim_catalog_text praesentium est";"pim_catalog_text qui eius";"pim_catalog_text beatae hic";0;0;;;
attr_399;pim_catalog_text;attr_gr_0;0;"pim_catalog_text vero magnam";"pim_catalog_text molestiae ut";"pim_catalog_text iste dolorem";"pim_catalog_text unde vel";0;0;;;
