code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-de_DE;label-ru_RU;label-it_IT;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_325;pim_catalog_simpleselect;attr_gr_0;0;"simpleselect voluptatum doloribus";"simpleselect voluptas qui";"simpleselect et consequuntur";"simpleselect aut pariatur";"simpleselect quia sunt";0;0;;;
attr_326;pim_catalog_metric;attr_gr_14;0;"metric adipisci nam";"metric doloribus ut";"metric laboriosam commodi";"metric repellendus porro";"metric quas deleniti";0;0;;Length;METER
attr_327;pim_catalog_multiselect;attr_gr_13;0;"multiselect debitis animi";"multiselect suscipit aspernatur";"multiselect sit deleniti";"multiselect repudiandae ad";"multiselect facilis quibusdam";0;0;;;
attr_328;pim_catalog_simpleselect;attr_gr_12;0;"simpleselect occaecati autem";"simpleselect eius adipisci";"simpleselect enim iusto";"simpleselect hic architecto";"simpleselect quia enim";0;0;;;
attr_329;pim_catalog_number;attr_gr_14;0;"number ut iusto";"number sint distinctio";"number aut ut";"number blanditiis eaque";"number est tempora";0;0;;;
attr_330;pim_catalog_text;attr_gr_0;0;"text vitae consequatur";"text perspiciatis sunt";"text minima ut";"text commodi voluptas";"text quos nostrum";0;0;;;
attr_331;pim_catalog_text;attr_gr_3;0;"text ut aliquam";"text ipsa quibusdam";"text molestiae tempora";"text id ex";"text et earum";0;0;;;
attr_332;pim_catalog_text;attr_gr_14;0;"text aut ad";"text ipsum autem";"text dolore quae";"text sit culpa";"text consectetur est";0;0;;;
attr_333;pim_catalog_multiselect;attr_gr_14;0;"multiselect et ipsam";"multiselect consequuntur officia";"multiselect reprehenderit ipsa";"multiselect dolor aut";"multiselect omnis at";0;0;;;
attr_334;pim_catalog_simpleselect;attr_gr_10;0;"simpleselect voluptas et";"simpleselect consequuntur tempora";"simpleselect quod ex";"simpleselect assumenda non";"simpleselect eveniet voluptate";0;0;;;
attr_335;pim_catalog_textarea;attr_gr_0;0;"textarea id voluptas";"textarea impedit eveniet";"textarea maxime tenetur";"textarea nam ut";"textarea officia in";0;0;;;
attr_336;pim_catalog_textarea;attr_gr_12;0;"textarea quia repellendus";"textarea natus nostrum";"textarea et incidunt";"textarea ut neque";"textarea non repellendus";0;0;;;
attr_337;pim_catalog_image;attr_gr_8;0;"image rem maiores";"image voluptas dicta";"image cum voluptatem";"image autem voluptatibus";"image voluptatum facere";0;0;png,jpg;;
attr_338;pim_catalog_date;attr_gr_7;0;"date officiis sint";"date beatae esse";"date magni voluptatem";"date quia facere";"date delectus aut";0;0;;;
attr_339;pim_catalog_multiselect;attr_gr_7;0;"multiselect quo rerum";"multiselect eum excepturi";"multiselect consectetur eos";"multiselect accusamus aut";"multiselect sequi aut";0;0;;;
attr_340;pim_catalog_text;attr_gr_4;0;"text quae doloribus";"text et aliquid";"text pariatur laboriosam";"text molestiae deleniti";"text minus exercitationem";0;0;;;
attr_341;pim_catalog_date;attr_gr_14;0;"date facilis rerum";"date et aut";"date facere voluptatem";"date voluptatum odio";"date quasi qui";0;0;;;
attr_342;pim_catalog_metric;attr_gr_0;0;"metric ut necessitatibus";"metric autem dolore";"metric incidunt nesciunt";"metric cumque et";"metric dolorem qui";0;0;;Length;METER
attr_343;pim_catalog_image;attr_gr_0;0;"image libero dolor";"image distinctio at";"image fuga alias";"image sed in";"image architecto alias";0;0;jpg,png;;
attr_344;pim_catalog_number;attr_gr_10;0;"number at perferendis";"number voluptas qui";"number id deleniti";"number eveniet qui";"number odio non";1;0;;;
attr_345;pim_catalog_file;attr_gr_2;0;"file amet tenetur";"file et magnam";"file ut deleniti";"file nostrum odit";"file quae officiis";0;0;pdf,jpg;;
attr_346;pim_catalog_multiselect;attr_gr_6;0;"multiselect numquam consequatur";"multiselect odit dolor";"multiselect et ut";"multiselect quod est";"multiselect soluta laudantium";0;0;;;
attr_347;pim_catalog_multiselect;attr_gr_10;0;"multiselect et sapiente";"multiselect dolores delectus";"multiselect illo ipsum";"multiselect officiis amet";"multiselect vero quod";0;0;;;
attr_348;pim_catalog_image;attr_gr_3;0;"image praesentium dicta";"image dolorem occaecati";"image et quo";"image sed ratione";"image sunt totam";0;0;png,jpg;;
attr_349;pim_catalog_date;attr_gr_14;0;"date doloremque omnis";"date et molestias";"date cum dolorem";"date laudantium sunt";"date molestiae nulla";0;1;;;
attr_350;pim_catalog_simpleselect;attr_gr_7;0;"simpleselect eos cum";"simpleselect cupiditate accusantium";"simpleselect et architecto";"simpleselect enim quod";"simpleselect corporis sed";0;0;;;
attr_351;pim_catalog_boolean;attr_gr_4;1;"boolean dolores aperiam";"boolean libero accusantium";"boolean dolor natus";"boolean aut occaecati";"boolean mollitia cumque";0;0;;;
attr_352;pim_catalog_text;attr_gr_12;0;"text ea aut";"text facere et";"text omnis voluptatem";"text est molestiae";"text consequatur ut";0;0;;;
attr_353;pim_catalog_image;attr_gr_0;0;"image corrupti veritatis";"image dignissimos fugit";"image est veritatis";"image aut doloremque";"image quae et";0;0;png,jpg;;
attr_354;pim_catalog_date;attr_gr_2;0;"date vel quas";"date temporibus explicabo";"date hic ab";"date aliquam voluptate";"date aut provident";0;0;;;
attr_355;pim_catalog_date;attr_gr_1;0;"date omnis aliquid";"date numquam magnam";"date praesentium quaerat";"date veniam qui";"date tempora et";0;0;;;
attr_356;pim_catalog_date;attr_gr_5;0;"date et voluptatum";"date sapiente assumenda";"date occaecati quis";"date cupiditate aut";"date alias est";0;0;;;
attr_357;pim_catalog_price_collection;attr_gr_2;0;"price_collection modi aspernatur";"price_collection unde cumque";"price_collection est et";"price_collection inventore non";"price_collection non doloribus";0;0;;;
attr_358;pim_catalog_image;attr_gr_4;0;"image itaque quaerat";"image magnam praesentium";"image repellat qui";"image est et";"image aliquam hic";0;0;pdf,jpg;;
attr_359;pim_catalog_metric;attr_gr_14;0;"metric ut fugiat";"metric et et";"metric perferendis rem";"metric omnis quia";"metric asperiores aut";0;0;;Length;METER
attr_360;pim_catalog_number;attr_gr_8;0;"number laudantium veniam";"number cumque enim";"number est laboriosam";"number aut accusantium";"number placeat beatae";0;0;;;
attr_361;pim_catalog_multiselect;attr_gr_12;1;"multiselect impedit hic";"multiselect perferendis quo";"multiselect adipisci sed";"multiselect recusandae aut";"multiselect optio qui";0;0;;;
attr_362;pim_catalog_date;attr_gr_5;0;"date occaecati laborum";"date consectetur corporis";"date sequi voluptatem";"date aliquid dolores";"date non quia";0;0;;;
attr_363;pim_catalog_multiselect;attr_gr_0;0;"multiselect sit modi";"multiselect velit et";"multiselect dolores placeat";"multiselect eveniet voluptas";"multiselect dolorem et";0;0;;;
attr_364;pim_catalog_date;attr_gr_8;0;"date sint eius";"date optio nisi";"date necessitatibus deleniti";"date et sed";"date quasi mollitia";0;0;;;
attr_365;pim_catalog_price_collection;attr_gr_7;0;"price_collection non doloribus";"price_collection qui minima";"price_collection ut reiciendis";"price_collection architecto fugiat";"price_collection omnis ea";0;0;;;
attr_366;pim_catalog_boolean;attr_gr_3;0;"boolean et nihil";"boolean ut temporibus";"boolean officiis fuga";"boolean ea aspernatur";"boolean exercitationem quos";1;0;;;
attr_367;pim_catalog_file;attr_gr_8;0;"file est quaerat";"file dolor ut";"file laboriosam eum";"file laudantium asperiores";"file quos recusandae";0;0;png,jpg;;
attr_368;pim_catalog_number;attr_gr_4;0;"number non reprehenderit";"number voluptatum excepturi";"number officia quis";"number adipisci dolorem";"number delectus veritatis";1;0;;;
attr_369;pim_catalog_textarea;attr_gr_0;0;"textarea consequatur saepe";"textarea deserunt sed";"textarea suscipit ut";"textarea nam sit";"textarea architecto saepe";0;0;;;
attr_370;pim_catalog_simpleselect;attr_gr_9;0;"simpleselect minima sequi";"simpleselect provident ratione";"simpleselect consequatur qui";"simpleselect consequatur sapiente";"simpleselect doloremque omnis";0;0;;;
attr_371;pim_catalog_file;attr_gr_4;1;"file dolor nihil";"file esse sequi";"file hic natus";"file eius officiis";"file sed consectetur";0;0;png,jpg;;
attr_372;pim_catalog_file;attr_gr_14;0;"file similique aut";"file quia ad";"file unde quia";"file accusantium itaque";"file facere ea";0;0;pdf,png;;
attr_373;pim_catalog_number;attr_gr_13;0;"number deserunt qui";"number id et";"number ut reiciendis";"number ut fugiat";"number ipsa ratione";0;0;;;
attr_374;pim_catalog_text;attr_gr_10;0;"text natus rerum";"text facilis dicta";"text dolorem adipisci";"text non omnis";"text et doloremque";0;0;;;
attr_375;pim_catalog_text;attr_gr_8;0;"text dolores doloremque";"text nihil suscipit";"text quaerat distinctio";"text velit officiis";"text autem molestiae";0;0;;;
attr_376;pim_catalog_image;attr_gr_9;0;"image iusto recusandae";"image nesciunt tempora";"image et voluptas";"image tenetur molestias";"image vitae asperiores";0;0;png,jpg;;
attr_377;pim_catalog_file;attr_gr_8;0;"file ut ratione";"file ea et";"file quia non";"file voluptas dolorem";"file sit dolores";0;0;png,pdf;;
attr_378;pim_catalog_date;attr_gr_12;1;"date cumque quas";"date amet rerum";"date delectus veniam";"date assumenda cupiditate";"date est error";0;0;;;
attr_379;pim_catalog_image;attr_gr_2;0;"image quod nobis";"image eum omnis";"image laudantium facere";"image suscipit facere";"image et possimus";0;0;jpg,pdf;;
attr_380;pim_catalog_file;attr_gr_14;0;"file voluptate labore";"file iure velit";"file id modi";"file et labore";"file aut ratione";0;0;pdf,jpg;;
attr_381;pim_catalog_date;attr_gr_11;1;"date dolorum totam";"date dolor velit";"date eos voluptatem";"date in quia";"date molestiae aut";0;0;;;
attr_382;pim_catalog_date;attr_gr_6;0;"date ullam qui";"date iste ullam";"date qui aut";"date earum at";"date consequatur eos";0;0;;;
attr_383;pim_catalog_text;attr_gr_1;0;"text praesentium consequuntur";"text quia doloribus";"text provident beatae";"text non nesciunt";"text consequatur iure";0;0;;;
attr_384;pim_catalog_image;attr_gr_8;0;"image iure quas";"image aut nam";"image et eveniet";"image sapiente temporibus";"image occaecati sint";0;0;png,pdf;;
attr_385;pim_catalog_price_collection;attr_gr_4;0;"price_collection molestias possimus";"price_collection alias necessitatibus";"price_collection beatae expedita";"price_collection neque laboriosam";"price_collection et et";0;0;;;
attr_386;pim_catalog_price_collection;attr_gr_1;0;"price_collection consectetur sapiente";"price_collection aut cum";"price_collection molestias qui";"price_collection fugiat repellat";"price_collection quo perferendis";0;0;;;
attr_387;pim_catalog_date;attr_gr_7;0;"date occaecati praesentium";"date eos cumque";"date tenetur pariatur";"date esse quae";"date culpa aliquam";0;0;;;
attr_388;pim_catalog_textarea;attr_gr_3;0;"textarea eligendi eveniet";"textarea aut eum";"textarea totam ab";"textarea exercitationem vero";"textarea ipsam excepturi";0;0;;;
attr_389;pim_catalog_textarea;attr_gr_12;0;"textarea fuga eligendi";"textarea odit provident";"textarea eligendi ducimus";"textarea tempore vel";"textarea rerum ut";0;0;;;
attr_390;pim_catalog_boolean;attr_gr_13;0;"boolean quas magnam";"boolean qui voluptatem";"boolean minus explicabo";"boolean dolor illum";"boolean aut culpa";0;0;;;
attr_391;pim_catalog_text;attr_gr_13;0;"text quibusdam voluptatem";"text ut quia";"text tenetur et";"text quia quia";"text fugiat accusantium";0;0;;;
attr_392;pim_catalog_text;attr_gr_7;0;"text modi ut";"text reiciendis eius";"text eos est";"text ut commodi";"text modi inventore";0;0;;;
attr_393;pim_catalog_metric;attr_gr_8;0;"metric similique deserunt";"metric quam corporis";"metric repellat aut";"metric optio nobis";"metric qui quod";0;1;;Length;METER
attr_394;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect unde autem";"simpleselect non iste";"simpleselect et ullam";"simpleselect quam iure";"simpleselect quaerat enim";0;0;;;
attr_395;pim_catalog_image;attr_gr_3;0;"image eius ad";"image tempora eos";"image quidem facilis";"image qui quia";"image nemo facilis";0;0;jpg,png;;
attr_396;pim_catalog_number;attr_gr_11;0;"number et ex";"number natus aut";"number nobis qui";"number aut eligendi";"number sequi doloribus";0;0;;;
attr_397;pim_catalog_multiselect;attr_gr_13;1;"multiselect et at";"multiselect quis ut";"multiselect cumque tenetur";"multiselect ad quidem";"multiselect dicta aut";0;0;;;
attr_398;pim_catalog_date;attr_gr_1;0;"date totam ut";"date et quas";"date esse est";"date et et";"date animi et";0;0;;;
attr_399;pim_catalog_textarea;attr_gr_7;0;"textarea nam id";"textarea autem maxime";"textarea impedit enim";"textarea omnis dolorem";"textarea totam quasi";0;0;;;
