code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-ru_RU;label-it_IT;localizable;scopable;allowed_extensions;metric_family;default_metric_unit;decimals_allowed;negative_allowed
attr_85;pim_catalog_textarea;attr_gr_9;0;textarea rerum numquam;textarea et itaque;textarea voluptate voluptas;textarea molestiae minima;0;0;;;;;
attr_86;pim_catalog_simpleselect;attr_gr_14;1;simpleselect commodi voluptas;simpleselect et adipisci;simpleselect nemo tenetur;simpleselect nobis quo;0;0;;;;;
attr_87;pim_catalog_boolean;attr_gr_12;0;boolean id doloribus;boolean esse velit;boolean incidunt commodi;boolean praesentium provident;0;0;;;;;
attr_88;pim_catalog_date;attr_gr_12;0;date sed velit;date aut nulla;date delectus et;date quia adipisci;0;0;;;;;
attr_89;pim_catalog_text;attr_gr_13;0;text id et;text facere autem;text voluptatibus dolores;text voluptas natus;0;0;;;;;
attr_9;pim_catalog_file;attr_gr_0;0;file est similique;file dolorum sit;file rem dolorem;file iure tempore;0;0;pdf,doc;;;;
attr_90;pim_catalog_textarea;attr_gr_1;0;textarea ea assumenda;textarea culpa nostrum;textarea neque dolores;textarea ut totam;0;0;;;;;
attr_91;pim_catalog_multiselect;attr_gr_1;0;multiselect qui animi;multiselect distinctio praesentium;multiselect delectus dolorem;multiselect ratione occaecati;0;0;;;;;
attr_92;pim_catalog_metric;attr_gr_5;0;metric recusandae minus;metric labore harum;metric nihil et;metric dolorem eius;0;0;;Length;METER;1;1
attr_93;pim_catalog_number;attr_gr_4;0;number nemo ratione;number dolores magnam;number quia explicabo;number veritatis doloribus;0;0;;;;1;1
attr_94;pim_catalog_textarea;attr_gr_0;0;textarea illum neque;textarea rerum numquam;textarea ducimus soluta;textarea ex fugiat;0;0;;;;;
attr_95;pim_catalog_simpleselect;attr_gr_1;1;simpleselect debitis quaerat;simpleselect quae alias;simpleselect quaerat sunt;simpleselect eveniet saepe;0;0;;;;;
attr_96;pim_catalog_multiselect;attr_gr_6;1;multiselect reiciendis fugiat;multiselect dolorem officia;multiselect aut voluptatibus;multiselect dolorem omnis;0;0;;;;;
attr_97;pim_catalog_simpleselect;attr_gr_10;0;simpleselect sed explicabo;simpleselect possimus iste;simpleselect ab ea;simpleselect laborum qui;0;0;;;;;
attr_98;pim_catalog_price_collection;attr_gr_1;0;price_collection consequatur neque;price_collection quo expedita;price_collection natus iste;price_collection ipsum reiciendis;0;0;;;;1;
attr_99;pim_catalog_date;attr_gr_0;1;date nemo culpa;date consectetur et;date et dicta;date nihil quo;0;0;;;;;
name;pim_catalog_text;attr_gr_1;0;text provident fugit;text optio id;text officia aut;text in aut;0;0;;;;;
sku;pim_catalog_identifier;attr_gr_2;1;identifier eum dicta;identifier recusandae assumenda;identifier cumque maxime;identifier fugit et;0;0;;;;;
