sku;family;groups;categories;attr_70;attr_38;attr_52;attr_23;attr_47;attr_17;attr_98-EUR;attr_98-USD;attr_63;attr_67;attr_67-unit;attr_29;attr_34;attr_54;attr_99;attr_79;attr_8;attr_89;attr_49;attr_20;attr_21;attr_53-en_US;attr_0-en_US-ecommerce;attr_0-en_US-print;attr_97;name;attr_33;attr_28-EUR;attr_28-USD;attr_41;attr_14-ecommerce;attr_14-print;attr_40;attr_13;attr_88;attr_39-en_US;attr_69;attr_58;attr_32;attr_62;attr_62-unit;attr_3-ecommerce;attr_3-print;attr_9-ecommerce;attr_9-print;attr_15;attr_59-ecommerce;attr_59-print;attr_19-EUR;attr_19-USD;attr_18;attr_71-EUR;attr_71-USD;attr_1;attr_86;attr_4;attr_66-EUR;attr_66-USD;attr_36;attr_11-EUR;attr_11-USD;attr_83-EUR;attr_83-USD;attr_43-en_US;attr_76;attr_27;attr_12;attr_78;attr_75-en_US;attr_56;attr_51;attr_46-ecommerce;attr_46-print;attr_96;attr_85;attr_82;attr_90;attr_57-en_US;attr_57-en_US-unit;attr_24;attr_77;attr_60;attr_42;attr_42-unit;attr_25;attr_35;attr_35-unit;attr_50;attr_44;attr_92-ecommerce;attr_92-print;attr_7;attr_30;attr_93;attr_5;attr_91;attr_2;attr_6;attr_68;attr_68-unit;attr_81-en_US-ecommerce;attr_81-en_US-print;attr_22;attr_22-unit;attr_87;attr_31;attr_73;attr_55;attr_48;attr_37;attr_61;attr_61-unit;attr_74;attr_45-en_US;attr_95;attr_95-unit;attr_94-en_US;attr_65;attr_10-EUR;attr_10-USD;attr_80;attr_16;attr_72;attr_26;attr_64;attr_84
id-3206;fam_28;;master_0_2_5,master_5_2_0;;;;;;;;;;;;;;685;0;;;;;;;;;;;"Minima ut esse dicta harum.";;;;;;;;;;;;;;;;;;;;;attr_opt_attr_590;attr_opt_attr_592;229;421;;;;;371;;;;;;;670;914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1971-01-06;;;;;;;;;;;;;;;;
id-3207;fam_5;;master_1_6_0,master_2_1;0;1994-10-22;attr_opt_attr_527;attr_opt_attr_231;2011-06-17;"Et natus impedit asperiores inventore.";209;529;attr_opt_attr_639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3208;fam_49;;master_5_2_3,master_1_3;;;;;;;;;;;;;;;;;;;attr_opt_attr_490;1996-11-08;attr_opt_attr_219;;attr_opt_attr_04;attr_opt_attr_04;;"Numquam sequi quis quisquam aut nihil consequatur dolores.";;389;529;;291;476;;;;2002-11-17;;"Hello world!";;;;;;0;1;attr_opt_attr_159;;;;;;;;;887;"Deleniti doloribus enim quo non consectetur minus.";;;"Est quod explicabo laboriosam numquam nihil repellendus asperiores.";748;714;317;110;1970-09-25;458;782;"Repellat incidunt est repellendus distinctio et.";;"Deserunt ab possimus in eum nobis illo.";attr_opt_attr_560;2013-09-19;2003-09-03;1998-10-31;attr_opt_attr_962;"Maiores ut et laborum quis labore dolorum est ipsam.";;;129;METER;;;"Pariatur maxime nihil id qui sed.";678;METER;attr_opt_attr_253;547;METER;;;"Temporibus incidunt aut voluptatem sunt molestiae cum officiis.";"Quisquam vel necessitatibus doloremque voluptatum ipsa debitis.";"Molestiae amet voluptatum voluptas saepe expedita.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3209;fam_2;;master_2_6_3,master_3_0_2;;;;attr_opt_attr_235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;364;METER;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Et reprehenderit nam aut odit consequuntur vel id.";;;;;;;;;655;METER;;;;;;;;;1;;;;;;;;;298;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_646;
id-3210;fam_33;;master_4_6_2,master_3_6_3;;;;;;;;;;;;;;;;;;;attr_opt_attr_492;;;;attr_opt_attr_08;attr_opt_attr_01;;;;;;;;;;;;;;"Hello world!";;;;;;0;0;;;;;;;;;;;;;;;;;;;2016-03-29;;;;;;;;;;;;;;;;671;;;;;;;;;;;;;;;;;;;;;;;605;METER;;;;;;;;;;;;;;;;;;;;;;
id-3211;fam_35;;master_1_0_6,master_0_0_3;;2007-10-08;;;;;;;;844;METER;1;attr_opt_attr_347;;;0;;;attr_opt_attr_493;1991-04-28;;;;;;"Eum aut quas repellat.";;;;;;;;;;2004-09-24;;;;;;;;;;;;;962;384;;220;372;;215;;;;;;;973;744;;487;;"Laborum ut occaecati est cumque consequatur et.";;;attr_opt_attr_567;;;;attr_opt_attr_960;;;;431;METER;;;;253;METER;attr_opt_attr_252;568;METER;;846;"Quibusdam eius iure rerum qui.";"Iste debitis esse blanditiis ducimus cupiditate.";"Eius necessitatibus vero nulla.";;"Laudantium vel minima et eveniet.";860;;509;;975;METER;;;511;METER;;;;;;;;;1;1;;;"Non unde pariatur cum aut voluptas nemo voluptatibus magnam.";;;;;;0;;;"Corrupti eos natus quibusdam iusto."
id-3212;fam_6;;master_5_4_0,master_5_4_4;;2013-03-17;;;;;;;;;;1;;;0;0;;;;;attr_opt_attr_219;;;;;"Non rerum illo qui.";;;;;;;;1;;;;;;;;1996-07-05;1975-12-11;1;1;attr_opt_attr_153;;;;;;;;;;;;;;972;309;;;;499;;;0;;attr_opt_attr_563;2011-09-18;;;;;;;;;;;;;;attr_opt_attr_256;;;0;501;"Aut dignissimos quam aut earum culpa.";"Et quibusdam sunt voluptatibus expedita consequatur.";"Labore ullam soluta molestiae aut et harum.";;"Voluptas vitae praesentium est eum est error.";;attr_opt_attr_910;950;;190;METER;0;1;367;METER;54;"Omnis eaque repellat voluptas aut perferendis dolores.";;;;;395;METER;1;0;;;;;793;355;;;;;;
id-3213;fam_12;;master_5_2_5,master_5_5_3;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;117;;;;;;;;;;;971;;;;;;;;;;;;;;;;;;;;;;;;;;"Modi et eos id aut sed placeat.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_643;
id-3214;fam_30;;master_5_4_2,master_6_0_4;;;;attr_opt_attr_234;2005-09-13;;;;attr_opt_attr_639;;;;;;;;;;;;attr_opt_attr_213;;;;;"Quibusdam aperiam non non cupiditate sed itaque.";;;;;;;;;;1980-10-27;"Quasi deleniti est id et quis voluptas aut.";"Hello world!";;;;;;1;1;attr_opt_attr_155;;;;;;;;;;;;;;;;;;;802;;;;;;2004-03-17;;;attr_opt_attr_968;"Eos est at accusantium.";;;;;522;;"Sint ipsam laboriosam in reprehenderit eum eum.";;;attr_opt_attr_258;738;METER;;;;;;;;640;;789;;;;;;;;;"Aut voluptatem incidunt impedit non minus.";;;;1973-05-05;;;1;1;630;METER;;;;;;;0;;attr_opt_attr_648;
id-3215;fam_21;;master_6_0_4,master_1_6_2;1;;;attr_opt_attr_233;1982-04-19;;289;336;attr_opt_attr_638;585;METER;;attr_opt_attr_348;252;;0;;;;;;;;;;"Est et similique distinctio voluptatem voluptatem fuga.";;;;;;;;;1988-08-07;2011-01-29;;"Hello world!";;;;;;;;;;;;;;;;;;;;;"Facilis suscipit magni eaque enim magni rerum dicta.";;;;;;;;;;"Et voluptatem expedita ut non ullam saepe non.";;2012-03-01;;;;"Aspernatur fuga nam facilis deleniti aut.";;;;;236;;"Rerum est ut tempore quos saepe.";;;;;;0;;;;;;"Quidem aut earum ipsa aut qui voluptatibus iusto.";;;;;;;1;1;414;METER;;"Non quia ipsa aut corrupti omnis delectus.";;;;;437;METER;1;;;;;364;;;;;;;;"Qui sint quisquam nesciunt assumenda hic vel nam."
id-3216;fam_30;;master_3_5_0,master_2_5_2;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_218;;;;;;;;;;;;;;;1977-02-08;;;;;;;;;;;attr_opt_attr_596;attr_opt_attr_592;;;;;;;;;;;;;;;;;;;;;"Ut laboriosam tenetur id soluta voluptatibus cumque id qui.";;1977-10-21;;;;;;;;;;;;;;attr_opt_attr_258;;;;;"Tenetur totam similique aperiam iure earum iusto natus.";"Et aut quia iusto consequatur aperiam aut.";;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
id-3217;fam_44;;master_2_0_3,master_6_4_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Hello world!";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2006-05-29;2010-05-28;;;;;;;750;;;;;attr_opt_attr_255;;;0;;;;"Unde modi sapiente dolores earum asperiores commodi dolores.";;;;attr_opt_attr_914;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
id-3218;fam_41;;master_5_4_6,master_3_4_3;;;;attr_opt_attr_234;;;;;attr_opt_attr_633;;;;;;;0;;;attr_opt_attr_490;;attr_opt_attr_210;;;;;"Eum labore rem explicabo est.";;;;;;;;;;1974-03-26;;"Hello world!";;;;;;;;;attr_opt_attr_592;attr_opt_attr_596;;;;109;977;;;"Quod aliquid iste occaecati reiciendis.";18;9;"Beatae molestias officiis incidunt.";;;;;;;769;"Magnam quo eos id iusto.";;;;;1982-10-08;2015-11-24;attr_opt_attr_968;;;;326;METER;237;;;;;;;;;;;;;;;;attr_opt_attr_915;803;attr_opt_attr_66;;;1;0;566;METER;320;"Voluptas qui asperiores sapiente.";;;;1974-10-31;;;0;;;;"Cumque explicabo eos nihil.";823;954;739;;;1;;attr_opt_attr_640;"Iste voluptas perspiciatis repellendus et sapiente est nostrum."
id-3219;fam_28;;master_2_4_3,master_3;1;;;;1972-11-25;;358;166;;;;;;;1;;;;;1970-05-08;attr_opt_attr_213;;;;;"Quos quas et officia quia eum magni.";;515;425;;;;;;1972-10-19;;;;;262;METER;;;;;;attr_opt_attr_591;attr_opt_attr_594;;;;121;570;;81;"Numquam cum iste quis enim quod tenetur sed.";;;;;;;;;;603;;;"Enim ducimus laudantium ex dicta voluptas cupiditate aut.";attr_opt_attr_565;;;;;;;;910;METER;;;"Non vel sint molestiae iste quia atque.";70;METER;attr_opt_attr_253;456;METER;0;167;;;;;;;;;;;;;;450;METER;;;;;;;;;1;;;;;580;;;;;;;attr_opt_attr_641;
id-3220;fam_23;;master_4_1_0,master_2_4_0;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1983-04-16;;;;;;;;;;;attr_opt_attr_597;attr_opt_attr_595;;;;;;;;;;;;;;;;1974-06-01;;;;;"Et consequatur est libero autem.";attr_opt_attr_564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_643;"Et asperiores possimus tempore."
id-3221;fam_18;;master_1_0_0,master_4_4_2;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_211;;;;;;;;;;;;;;;1985-10-01;;"Hello world!";;;;;;;;;;;;;;;;;;;;;;14;823;;;;;907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;"Dolor dolor et dignissimos aliquid.";627;;;;;;;;
id-3222;fam_7;;master_0_1_5,master_5_5_5;1;;;;;"Doloribus ut eum sed maxime.";783;434;attr_opt_attr_637;551;METER;;;;;1;;;;2011-09-06;;;;;;"Vel cumque eaque voluptas minus aperiam.";;850;709;;;;;;;2013-04-04;;;;;;2012-09-09;1980-03-18;;;attr_opt_attr_158;;;;;;20;804;;;;876;907;;;;544;61;1989-02-25;;43;;;;;1984-07-29;;;;;;;;;;;;;;;;;1;;;;;;;;attr_opt_attr_917;289;attr_opt_attr_62;;;;;234;METER;154;"Qui corrupti quia nobis quia vitae.";;;;;;;;0;;;;;;;;;;;attr_opt_attr_643;
id-3223;fam_20;;master_3_2_3,master_2_0_1;;;;attr_opt_attr_239;;"Provident praesentium est ipsa odio eius fuga eum.";;;;323;METER;;attr_opt_attr_342;;;;;;attr_opt_attr_496;;attr_opt_attr_217;;;;;"Et voluptates ratione nihil omnis hic quibusdam et repellendus.";;;;;;;;;2015-09-14;;"Enim quia atque nesciunt quod voluptas id aut.";"Hello world!";;226;METER;;;;;;;;;;;130;999;;683;;110;340;;;;;;1994-02-13;;967;"Rerum eaque et consectetur laudantium similique qui consectetur illum.";1;"Qui ad similique ut ratione excepturi sit.";attr_opt_attr_569;1981-07-31;;;;"Et voluptas consectetur quisquam eaque quisquam cumque nihil vero.";;;162;METER;378;;"Cupiditate ad id reprehenderit quo.";83;METER;;37;METER;1;;;;;;;;;;;;;1;0;;;;"Impedit cupiditate eum accusantium soluta voluptates.";;;;2003-02-18;;;;0;;;;;;;;;0;;;
id-3224;fam_42;;master_1_1,master_4_0_5;0;;attr_opt_attr_523;;;;;;attr_opt_attr_637;990;METER;;;;1;1;;;;;;;attr_opt_attr_00;attr_opt_attr_02;;"Et numquam doloribus sit voluptates ea aut nostrum.";;;;;;;;1;;1986-03-03;"Est similique id similique similique aut et quibusdam.";"Hello world!";;;;;;1;0;;;;;;;708;632;;;"Omnis sit quia illum veritatis.";;;"Possimus non voluptas cumque consectetur.";;;635;420;;;408;"Error accusamus architecto molestiae exercitationem perspiciatis consequatur illo.";;;;;;;;"Neque sed eligendi corrupti est dolor labore totam.";;;923;METER;175;;;;;;488;METER;;;"Est consequatur aliquam ut est quo.";"Accusamus dignissimos maxime optio dolor.";;;;;;;;196;METER;;;437;METER;;;;;;2011-07-12;630;METER;1;1;;;"Nesciunt aut quis mollitia perferendis quam sint numquam.";193;397;623;;;;;;
id-3225;fam_25;;master_2_5_4,master_1_2_4;;;;attr_opt_attr_235;;"Ad aut eos omnis.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Hello world!";;196;METER;1993-07-22;2011-07-28;;;;;;;;;575;669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3226;fam_24;;master_2_4_2,master_3_0;;2001-01-08;;;;;;;;;;;attr_opt_attr_342;651;;0;;;attr_opt_attr_499;;attr_opt_attr_216;;;;;"Quasi et dicta voluptatum facere earum.";;;;;350;172;;1;1981-01-14;;"Recusandae illo distinctio non dolor et.";"Hello world!";;;;;;;;attr_opt_attr_153;;;;;;714;776;;;;;;"Asperiores sit atque est est occaecati nemo unde.";;;200;140;2012-10-26;;;;;;;;2012-08-12;1978-06-03;;;;;;;;;"Ad eveniet beatae accusantium modi eligendi natus et.";262;METER;attr_opt_attr_259;;;0;765;;;"Repellat pariatur ipsa molestias.";;"Cumque placeat sunt corporis velit ex.";;attr_opt_attr_910;;;;;;;;;554;"Inventore labore iste culpa aut.";;;;;;;;;;;;;981;335;;;0;;;"Est aut quos mollitia labore eius distinctio quam."
id-3227;fam_13;;master_3_1_6,master_0_2_2;1;1977-10-27;;attr_opt_attr_235;;;352;837;;299;METER;;;;;;;;;2015-03-22;;;;;;"Velit aperiam minima officia quo molestias id aliquid.";;;;;;;;;1976-05-25;1981-08-07;;;;;;1997-09-21;1974-05-01;;;;;;;;;870;79;;;;;;;;;807;957;1981-01-04;945;682;"Temporibus nulla voluptatum repudiandae ipsam sunt quas nisi qui.";;"Qui omnis quaerat voluptatibus nostrum velit debitis deserunt.";;;;;attr_opt_attr_969;"Autem doloremque rerum et voluptatem.";;;;;;;;;;;;;;;;;"Est necessitatibus dolor ut quibusdam et consequatur voluptatum.";;"Aut iusto autem qui sit ut.";947;;498;;;;1;0;167;METER;;"Non porro voluptatibus officiis.";;;;;;;;;;;"Beatae veniam ipsa sed alias rerum voluptas.";;598;111;;;;;attr_opt_attr_642;"Ut aut et repudiandae harum quibusdam et laboriosam."
id-3228;fam_20;;master_6_4_5,master_5_6_5;;;;attr_opt_attr_231;;;;;;983;METER;;attr_opt_attr_345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;830;316;;;;;;;;;;1;;;;;;;;;;;;;;;584;METER;;;;0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;
id-3229;fam_27;;master_0_2_6,master_4_2_5;;;;;;;;;;;;;;105;;;;;;1984-11-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;767;;;;;102;823;;;;78;;;;;;;;;;;;;;;;;;;;attr_opt_attr_256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Sint voluptas et corrupti dolorum adipisci vel vel."
id-3230;fam_8;;master_4_2_5,master_4_6;;2001-08-21;attr_opt_attr_528;;;;;;;;;1;;;1;;;;;;;;attr_opt_attr_04;attr_opt_attr_01;;;;;;;;;;;;;;;;;;1975-04-28;2010-04-01;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3231;fam_47;;master_4_5_4,master_6_0;;2009-07-10;attr_opt_attr_526;;1972-12-08;;;;attr_opt_attr_639;;;;;212;0;1;;;;;;;;;;"Quam dolores maiores velit ducimus reiciendis quo tenetur amet.";;;;;;;;;2005-10-03;;;;;671;METER;;;;;;;;;;;791;310;;556;;;;;;;432;824;;;;;;;;1984-10-23;;;;;;;;;277;;"Magni autem vel sed nihil.";;;;163;METER;1;;;;;;;;;308;;;;;;33;METER;137;;;;;1990-01-11;;;;;928;METER;"Recusandae veniam eaque optio et.";;;;;;0;;;
id-3232;fam_16;;master_3_5_5,master_6_3_0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;;"Minus voluptates consequatur dolorem incidunt ut excepturi modi perspiciatis.";;;;1989-06-16;;;;;;;;;;;;;;;;;;455;;;;;;;attr_opt_attr_915;;;;;;;762;METER;;;;;;;;;;1;;;;;;;;;1;;;
id-3233;fam_30;;master_2_0_1,master_2_4_1;;;;attr_opt_attr_230;2002-10-14;"Est dicta ipsum qui est esse vero cupiditate.";;;;;;;attr_opt_attr_345;;;;;;attr_opt_attr_491;1974-04-02;attr_opt_attr_215;;attr_opt_attr_03;attr_opt_attr_03;;"Est laudantium nesciunt eum accusamus velit.";;;;;;;;;;1990-06-19;"Dolorem natus cumque incidunt quia ex.";;;;;;;1;1;attr_opt_attr_153;;;;;;;;;;;;;;;;;;;234;;;;"Eum doloremque quia voluptas et deleniti non.";attr_opt_attr_569;2006-08-06;;;attr_opt_attr_968;"Delectus deleniti quia pariatur consequatur magni aut odit.";;;;;719;;"Sed placeat quisquam sunt.";;;;306;METER;;;"Et facilis consequatur ab nihil molestiae.";"Error quo accusantium ducimus quibusdam odio.";;;;972;;823;;;;;;;;;"Voluptatem fugiat laborum iusto perspiciatis autem.";;;;1970-04-30;;;;0;471;METER;"Pariatur sequi quia atque.";;;;;;1;;attr_opt_attr_647;
id-3234;fam_31;;master_0_0_3,master_2_5_3;;;;;;"Et qui dolorem voluptas.";374;117;;;;;;;;;;;attr_opt_attr_499;;;;;;;;;;;;;;;;1979-10-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1993-09-27;1991-10-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;731;METER;;;;;;;334;146;;;;;;
id-3235;fam_44;;master_5_6,master_4_3_5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Hello world!";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1982-01-01;2013-02-22;;;;;;;283;;;;;attr_opt_attr_250;;;0;;;;"Debitis qui natus provident delectus necessitatibus.";;;;attr_opt_attr_914;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
id-3236;fam_47;;master_5_5_5,master_3_5;;1988-01-08;attr_opt_attr_522;attr_opt_attr_236;1970-01-27;;;;attr_opt_attr_634;324;METER;;;628;0;0;;;;;attr_opt_attr_213;;;;;"Vitae id cupiditate officia repudiandae rerum.";;;;;425;770;;;1994-06-03;;;;;;;;;;;;;;;;;743;546;;561;;;;"Sint sed beatae laudantium est dolorum ut necessitatibus repudiandae.";;;368;532;;;;;;"Cumque et reiciendis sequi debitis commodi.";;1978-08-12;;;;;;;;;291;;"Molestiae deleniti cum sed amet quo neque.";;;;;;1;;;;;;;;;;attr_opt_attr_62;142;METER;;;802;METER;961;;;;;;;;1;;835;METER;;;;;;;1;;;
id-3237;fam_48;;master_6_0_6,master_5_4_4;1;1972-02-25;;attr_opt_attr_233;;"Non aut atque vel perspiciatis velit consectetur ducimus.";350;459;;213;METER;1;;540;;;;;;;attr_opt_attr_218;;;;;"Harum voluptatem aut iure.";;;;;298;53;;0;;1982-10-06;"Autem enim quae ea quia omnis quia et.";;;;;2015-12-10;1997-04-17;;;attr_opt_attr_154;attr_opt_attr_598;attr_opt_attr_593;;;;;;;;"Sit est in in hic qui dicta.";;;;;;;;;;;;1;;attr_opt_attr_560;;;;;"Id iste deleniti ex earum voluptas.";;;;;;;"Quisquam tenetur non ipsam est vero.";195;METER;attr_opt_attr_252;;;;;"Quo ipsum natus sint quis est.";"Sit pariatur magni quis quidem voluptatibus consequatur facilis.";;;"Corporis magnam cupiditate enim quia ut.";439;attr_opt_attr_911;;;;;;;969;METER;980;;;;;1999-11-11;936;METER;0;1;;;"Aperiam neque qui omnis odio perferendis tempore sequi.";;;;;;1;;attr_opt_attr_645;
id-3238;fam_26;;master_3_6_6,master_0_2_6;1;;;;2011-12-24;"Veritatis laborum iusto consequatur perferendis non quae omnis in.";;;;;;1;;19;0;1;;;attr_opt_attr_491;;;;;;;"Doloremque repellat sed sed.";;;;;399;38;;1;2014-02-07;;"Iusto praesentium eum molestiae aut enim.";;;559;METER;1981-03-19;1981-08-04;;;;;;;;;;;;689;;895;188;;;;124;15;;;151;;;"Saepe qui exercitationem unde dolorem qui non voluptatibus.";;2005-09-30;;;attr_opt_attr_965;;;;;;283;;;;;;862;METER;0;;;;"Iste ducimus dolorem et sunt molestiae.";;;;;13;;315;METER;;;;;;;;;;;610;METER;;;954;METER;"Corrupti sit tempora rerum minus.";866;679;960;;;0;;;"Animi optio blanditiis expedita ab inventore nulla quam."
id-3239;fam_14;;master_4_6_5,master_2_5;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_08;attr_opt_attr_01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_965;;;;217;METER;;;"Consequuntur hic facere magnam ullam dolor.";;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;"Magnam accusantium maiores nobis quis reprehenderit nihil vitae.";;;;;;;;;
id-3240;fam_19;;master_5_4,master_6_0_4;;;attr_opt_attr_529;;;"Quasi accusamus voluptas quasi ad in ut.";243;501;attr_opt_attr_639;;;;;605;1;;;;attr_opt_attr_491;;;;;;;"Vel vitae veniam occaecati.";;;;;;;;;;;"Porro dolor ut libero incidunt nihil.";"Hello world!";;;;;;;;;;;;;;230;787;;965;"Omnis natus odio cumque aut molestias voluptatem deleniti.";214;312;;;;;;;602;;"Facere amet qui dolore ex ut vel.";;;;;;;attr_opt_attr_960;"Quas magni cum commodi alias.";;;;;;;;;;;;;;475;;;;;"Consequatur odit vitae est quam.";;;;;;;;;;;751;"Minima ea qui deleniti.";;;;1991-03-22;;;;;;;"Eligendi omnis laborum neque sed quis ut.";833;;;;;1;;attr_opt_attr_644;"Magnam sapiente et recusandae aut voluptatem et placeat odit."
id-3241;fam_37;;master_0_3_2,master_6_4_1;;;;;;;;;;;;0;attr_opt_attr_344;;;;;;;;;;attr_opt_attr_09;attr_opt_attr_06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_566;;;;attr_opt_attr_967;;;;;;;;;;;attr_opt_attr_258;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;attr_opt_attr_640;
id-3242;fam_1;;master_4_1_1,master_0_4_3;;2001-08-20;attr_opt_attr_529;attr_opt_attr_238;1973-01-21;;;;;;;;attr_opt_attr_343;;;;;;attr_opt_attr_494;;attr_opt_attr_219;;;;;"Ea voluptas culpa molestiae occaecati dicta quo.";;;;;834;914;;;;2014-01-30;;;;444;METER;;;;;attr_opt_attr_157;attr_opt_attr_596;attr_opt_attr_590;101;691;;14;514;;;;;;;248;524;799;394;;;48;"Qui voluptatibus dolorem voluptatem fugit.";0;;attr_opt_attr_565;2005-12-06;1995-07-08;2007-10-23;;;;;;;;;;;;;523;METER;;978;;;;;"Quos atque perferendis non aliquam.";556;;;attr_opt_attr_60;;;;;;;260;;;;;2010-10-01;;;;;;;"Expedita ullam qui eaque et animi accusamus aut.";938;285;508;;;0;;attr_opt_attr_645;
id-3243;fam_39;;master_2_1,master_5_1_1;;;;;;;;;;;;;;;0;;;;;;;;;;;"Velit recusandae a dolorem iste quasi repellendus in rerum.";;;;;;;;;;;;;;;;;;;;attr_opt_attr_158;attr_opt_attr_590;attr_opt_attr_596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;142;METER;;788;METER;;786;;;"Itaque fuga ex quibusdam et facere nihil.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3244;fam_49;;master_2_3_5,master_6_1_5;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_216;;;;;"Repellat eaque nesciunt voluptatem eum illum occaecati id eveniet.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Eum corporis aperiam amet quis.";;;;143;125;;;;;;;1;;attr_opt_attr_569;;;;;;;;363;METER;;;;990;METER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3245;fam_28;;master_6_4_6,master_0_0_0;0;;;attr_opt_attr_232;2010-06-30;;;;;467;METER;;;563;0;;;;;1998-03-11;attr_opt_attr_219;;;;;"Porro eum quia ut sint optio illum officiis aut.";;186;453;;827;915;;0;1988-09-23;;;;;299;METER;;;;;;;;844;662;;771;951;;372;;;;;126;860;807;129;;;;;;"Ea tempore laudantium minus eum deserunt praesentium.";attr_opt_attr_569;;;;;;;;;;;;;861;METER;;556;METER;0;572;;;;;;970;;;;;;0;1;770;METER;;;;;;;;;0;;;;"Delectus ut eos et perferendis expedita quo beatae.";185;;;;;;;attr_opt_attr_644;
id-3246;fam_27;;master_5_6_5,master_4_6;;;;;;;;;;;;;;848;;;;;;1981-04-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;802;;;;;553;935;;;;475;;;;;;;;;;;;;;;;;;;;attr_opt_attr_251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Eveniet ut soluta molestias eaque dolorum ipsum voluptatem aut."
id-3247;fam_0;;master_5_1,master_0_1_1;;1971-02-08;;;;;;;attr_opt_attr_632;;;;;;;;;;;;;;;;;"Dolore magni temporibus voluptatem est aut ullam nobis.";;;;;;;;;;;;;;;;;;;;attr_opt_attr_155;;;;;;700;913;;;;;;;;;;;;;;;;;;1976-01-15;2006-09-15;2014-05-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Animi modi excepturi occaecati ipsum tenetur eius voluptatibus quia.";;;;;;;;;
id-3248;fam_49;;master_2_4_6,master_6_4_3;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_217;;;;;"Quisquam hic rerum itaque pariatur.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Molestiae sed est deserunt temporibus.";;;;749;122;;;;;;;0;;attr_opt_attr_560;;;;;;;;924;METER;;;;408;METER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
