code;label-fr_FR;label-en_US;attribute_as_label;attributes;requirements-ecommerce;requirements-print
fam_187;"Excepturi sed.";"Sint molestias.";name;sku,name,attr_600,attr_443,attr_423,attr_788,attr_835,attr_310,attr_136,attr_824,attr_978,attr_563,attr_99,attr_51,attr_185,attr_574,attr_246,attr_20,attr_304,attr_84,attr_790,attr_542,attr_249,attr_502,attr_415,attr_896,attr_354,attr_659,attr_405,attr_996,attr_967,attr_292,attr_398,attr_849,attr_694,attr_55,attr_641,attr_852,attr_980,attr_594,attr_12,attr_559,attr_938,attr_477,attr_254,attr_871,attr_210,attr_588,attr_0,attr_974,attr_509,attr_707,attr_216,attr_620,attr_214,attr_493,attr_240,attr_616,attr_903,attr_475,attr_177,attr_613,attr_831,attr_201,attr_702,attr_125,attr_811,attr_514,attr_586,attr_892,attr_658,attr_455,attr_525,attr_437,attr_371,attr_31,attr_915,attr_954,attr_149,attr_580,attr_609,attr_321,attr_263,attr_466,attr_171,attr_929,attr_228,attr_562,attr_696,attr_7,attr_496,attr_266,attr_544,attr_828,attr_997,attr_238,attr_17,attr_394,attr_917,attr_479,attr_979;sku,attr_811,attr_31,attr_938,attr_892;sku,attr_249,attr_228,attr_479,attr_979
fam_188;"Dolor laboriosam ullam.";"Eos unde eum.";name;sku,name,attr_998,attr_258,attr_863,attr_783,attr_748,attr_919,attr_231,attr_476,attr_608,attr_760,attr_52,attr_466,attr_122,attr_811,attr_157,attr_218,attr_390,attr_632,attr_153,attr_102,attr_885,attr_475,attr_724,attr_353,attr_538,attr_267,attr_509,attr_487,attr_330,attr_486,attr_12,attr_235,attr_937,attr_905,attr_920,attr_165,attr_187,attr_893,attr_497,attr_479,attr_451,attr_495,attr_361,attr_106,attr_855,attr_107,attr_354,attr_356,attr_179,attr_56,attr_868,attr_381,attr_817,attr_940,attr_418,attr_601,attr_132,attr_146,attr_329,attr_930,attr_350,attr_572,attr_161,attr_638,attr_738,attr_38,attr_253,attr_448,attr_664,attr_830,attr_389,attr_735,attr_425,attr_661,attr_559,attr_683,attr_941,attr_913,attr_507,attr_240,attr_710,attr_936,attr_764,attr_394,attr_597,attr_794,attr_442,attr_242,attr_841,attr_412,attr_422,attr_681,attr_250,attr_977,attr_131,attr_423,attr_862,attr_421,attr_833;sku,attr_940,attr_841,attr_350,attr_497;sku,attr_451,attr_509,attr_632,attr_479
fam_189;"Recusandae et.";"Doloremque esse.";name;sku,name,attr_883,attr_440,attr_881,attr_835,attr_31,attr_847,attr_987,attr_793,attr_759,attr_858,attr_995,attr_474,attr_81,attr_348,attr_255,attr_110,attr_88,attr_516,attr_604,attr_981,attr_130,attr_625,attr_57,attr_817,attr_139,attr_819,attr_866,attr_916,attr_418,attr_261,attr_969,attr_67,attr_451,attr_708,attr_843,attr_709,attr_337,attr_93,attr_924,attr_983,attr_341,attr_716,attr_815,attr_129,attr_928,attr_92,attr_653,attr_735,attr_123,attr_385,attr_213,attr_576,attr_327,attr_704,attr_180,attr_294,attr_69,attr_65,attr_38,attr_405,attr_594,attr_549,attr_184,attr_769,attr_745,attr_106,attr_285,attr_379,attr_710,attr_281,attr_797,attr_133,attr_986,attr_991,attr_578,attr_29,attr_311,attr_68,attr_861,attr_853,attr_870,attr_931,attr_78,attr_834,attr_59,attr_263,attr_210,attr_212,attr_103,attr_701,attr_682,attr_810,attr_764,attr_610,attr_950,attr_972,attr_461,attr_304,attr_44;sku,attr_969,attr_294,attr_180,attr_847;sku,attr_881,attr_793,attr_106,attr_212
fam_190;"Praesentium qui.";"Qui officiis.";name;sku,name,attr_386,attr_693,attr_699,attr_548,attr_866,attr_625,attr_328,attr_335,attr_208,attr_776,attr_656,attr_841,attr_952,attr_417,attr_278,attr_195,attr_728,attr_67,attr_307,attr_729,attr_963,attr_63,attr_726,attr_806,attr_264,attr_984,attr_170,attr_22,attr_37,attr_173,attr_777,attr_436,attr_159,attr_363,attr_720,attr_411,attr_422,attr_223,attr_490,attr_49,attr_304,attr_394,attr_98,attr_915,attr_471,attr_380,attr_461,attr_470,attr_395,attr_23,attr_463,attr_793,attr_0,attr_296,attr_256,attr_68,attr_838,attr_830,attr_956,attr_929,attr_290,attr_908,attr_495,attr_154,attr_46,attr_524,attr_10,attr_747,attr_791,attr_393,attr_858,attr_66,attr_542,attr_713,attr_989,attr_852,attr_748,attr_300,attr_190,attr_433,attr_842,attr_808,attr_627,attr_753,attr_172,attr_318,attr_672,attr_877,attr_964,attr_711,attr_559,attr_418,attr_758,attr_666,attr_665,attr_819,attr_375,attr_652,attr_749;sku,attr_290,attr_433,attr_672,attr_418;sku,attr_711,attr_328,attr_984,attr_66
fam_191;"Aut est ea.";"Et cupiditate qui.";name;sku,name,attr_194,attr_969,attr_108,attr_840,attr_282,attr_462,attr_523,attr_437,attr_487,attr_972,attr_787,attr_659,attr_98,attr_199,attr_79,attr_610,attr_896,attr_151,attr_691,attr_702,attr_386,attr_283,attr_705,attr_11,attr_142,attr_76,attr_533,attr_6,attr_501,attr_597,attr_425,attr_529,attr_371,attr_88,attr_67,attr_814,attr_78,attr_502,attr_226,attr_274,attr_470,attr_415,attr_60,attr_828,attr_434,attr_929,attr_955,attr_235,attr_936,attr_641,attr_322,attr_167,attr_620,attr_503,attr_889,attr_419,attr_637,attr_195,attr_875,attr_366,attr_173,attr_998,attr_232,attr_506,attr_874,attr_96,attr_273,attr_316,attr_550,attr_438,attr_779,attr_305,attr_55,attr_622,attr_253,attr_336,attr_714,attr_805,attr_496,attr_645,attr_920,attr_684,attr_571,attr_917,attr_84,attr_326,attr_730,attr_980,attr_245,attr_181,attr_111,attr_519,attr_888,attr_43,attr_823,attr_862,attr_477,attr_374,attr_910;sku,sku,attr_181,attr_477,attr_910;sku,attr_920,attr_43,attr_415,attr_195
fam_192;"Officiis quis sit.";"Mollitia quaerat adipisci.";name;sku,name,attr_357,attr_409,attr_509,attr_133,attr_393,attr_171,attr_645,attr_965,attr_111,attr_603,attr_239,attr_175,attr_784,attr_783,attr_966,attr_742,attr_364,attr_281,attr_192,attr_471,attr_288,attr_482,attr_228,attr_705,attr_451,attr_937,attr_580,attr_529,attr_329,attr_955,attr_881,attr_592,attr_884,attr_435,attr_873,attr_408,attr_993,attr_302,attr_417,attr_907,attr_287,attr_209,attr_87,attr_265,attr_415,attr_675,attr_537,attr_263,attr_855,attr_197,attr_331,attr_861,attr_647,attr_372,attr_191,attr_887,attr_506,attr_958,attr_923,attr_168,attr_20,attr_363,attr_489,attr_905,attr_338,attr_100,attr_548,attr_977,attr_566,attr_486,attr_406,attr_502,attr_618,attr_35,attr_252,attr_585,attr_612,attr_720,attr_830,attr_458,attr_316,attr_569,attr_229,attr_247,attr_55,attr_754,attr_952,attr_51,attr_193,attr_260,attr_225,attr_438,attr_46,attr_528,attr_591,attr_860,attr_123,attr_770,attr_504;sku,attr_580,attr_937,attr_537,attr_977;sku,attr_720,attr_87,attr_881,attr_228
fam_193;"Quis et.";"Totam illo.";name;sku,name,attr_138,attr_215,attr_872,attr_135,attr_361,attr_686,attr_888,attr_668,attr_21,attr_963,attr_354,attr_509,attr_548,attr_65,attr_76,attr_51,attr_999,attr_306,attr_787,attr_258,attr_439,attr_890,attr_921,attr_753,attr_37,attr_173,attr_823,attr_782,attr_573,attr_696,attr_111,attr_602,attr_13,attr_192,attr_511,attr_751,attr_949,attr_24,attr_568,attr_9,attr_410,attr_694,attr_834,attr_118,attr_978,attr_908,attr_94,attr_494,attr_941,attr_130,attr_584,attr_728,attr_882,attr_57,attr_857,attr_401,attr_320,attr_195,attr_912,attr_390,attr_375,attr_674,attr_535,attr_665,attr_161,attr_970,attr_157,attr_434,attr_958,attr_610,attr_625,attr_886,attr_948,attr_458,attr_260,attr_510,attr_90,attr_321,attr_339,attr_987,attr_313,attr_34,attr_400,attr_35,attr_764,attr_957,attr_810,attr_951,attr_513,attr_688,attr_290,attr_707,attr_930,attr_611,attr_605,attr_271,attr_232,attr_837,attr_153;sku,attr_320,attr_665,attr_439,attr_458;sku,attr_37,attr_513,attr_665,sku
fam_194;"Vitae ut sint.";"Id voluptatem modi.";name;sku,name,attr_119,attr_178,attr_752,attr_855,attr_371,attr_258,attr_656,attr_6,attr_577,attr_569,attr_288,attr_373,attr_37,attr_374,attr_818,attr_676,attr_358,attr_2,attr_307,attr_123,attr_480,attr_615,attr_405,attr_609,attr_341,attr_295,attr_939,attr_283,attr_211,attr_245,attr_437,attr_663,attr_669,attr_117,attr_820,attr_143,attr_459,attr_197,attr_532,attr_213,attr_372,attr_201,attr_888,attr_739,attr_962,attr_724,attr_807,attr_582,attr_805,attr_998,attr_916,attr_477,attr_58,attr_644,attr_691,attr_914,attr_196,attr_247,attr_138,attr_229,attr_786,attr_634,attr_337,attr_730,attr_32,attr_179,attr_906,attr_905,attr_345,attr_134,attr_908,attr_387,attr_140,attr_983,attr_39,attr_947,attr_701,attr_279,attr_88,attr_390,attr_980,attr_832,attr_86,attr_517,attr_797,attr_78,attr_581,attr_63,attr_475,attr_263,attr_293,attr_116,attr_314,attr_751,attr_741,attr_348,attr_521,attr_613,attr_135;sku,attr_906,attr_341,attr_197,attr_477;sku,attr_669,attr_279,attr_211,attr_63
fam_195;"Earum eius placeat.";"In tenetur.";name;sku,name,attr_625,attr_915,attr_890,attr_554,attr_656,attr_39,attr_596,attr_171,attr_833,attr_145,attr_954,attr_376,attr_245,attr_971,attr_524,attr_894,attr_619,attr_467,attr_856,attr_932,attr_510,attr_420,attr_552,attr_803,attr_350,attr_38,attr_228,attr_912,attr_966,attr_964,attr_284,attr_865,attr_223,attr_759,attr_297,attr_263,attr_236,attr_710,attr_200,attr_253,attr_750,attr_310,attr_762,attr_874,attr_921,attr_51,attr_864,attr_637,attr_594,attr_631,attr_67,attr_43,attr_15,attr_889,attr_920,attr_299,attr_213,attr_235,attr_293,attr_740,attr_977,attr_829,attr_729,attr_155,attr_277,attr_139,attr_518,attr_905,attr_130,attr_101,attr_739,attr_887,attr_354,attr_925,attr_976,attr_542,attr_676,attr_121,attr_507,attr_850,attr_427,attr_946,attr_513,attr_917,attr_530,attr_830,attr_0,attr_279,attr_794,attr_730,attr_893,attr_367,attr_934,attr_992,attr_303,attr_544,attr_891,attr_648,attr_496;sku,attr_121,attr_530,attr_740,attr_39;sku,attr_934,attr_39,name,attr_865
fam_196;"Voluptatum non fuga.";"Omnis blanditiis architecto.";name;sku,name,attr_172,attr_735,attr_332,attr_183,attr_559,attr_321,attr_37,attr_842,attr_542,attr_857,attr_393,attr_439,attr_863,attr_166,attr_684,attr_662,attr_153,attr_121,attr_291,attr_743,attr_73,attr_845,attr_974,attr_419,attr_415,attr_515,attr_525,attr_801,attr_843,attr_932,attr_266,attr_644,attr_80,attr_746,attr_329,attr_113,attr_495,attr_772,attr_505,attr_997,attr_697,attr_642,attr_192,attr_973,attr_214,attr_706,attr_624,attr_791,attr_303,attr_136,attr_442,attr_462,attr_34,attr_459,attr_630,attr_757,attr_395,attr_763,attr_580,attr_816,attr_444,attr_400,attr_134,attr_566,attr_471,attr_205,attr_331,attr_120,attr_310,attr_686,attr_433,attr_364,attr_778,attr_59,attr_543,attr_256,attr_520,attr_167,attr_75,attr_461,attr_156,attr_876,attr_711,attr_194,attr_897,attr_24,attr_149,attr_861,attr_713,attr_552,attr_710,attr_799,attr_760,attr_794,attr_800,attr_590,attr_410,attr_213,attr_976;sku,attr_364,attr_552,attr_542,attr_857;sku,attr_711,attr_433,attr_542,attr_410
fam_197;"Qui dolor voluptatem.";"Ut autem cupiditate.";name;sku,name,attr_532,attr_512,attr_919,attr_37,attr_610,attr_757,attr_549,attr_786,attr_748,attr_782,attr_132,attr_39,attr_726,attr_129,attr_115,attr_344,attr_117,attr_845,attr_276,attr_952,attr_867,attr_493,attr_957,attr_409,attr_47,attr_828,attr_809,attr_207,attr_614,attr_296,attr_806,attr_328,attr_885,attr_626,attr_967,attr_620,attr_282,attr_429,attr_257,attr_758,attr_954,attr_335,attr_695,attr_86,attr_136,attr_718,attr_231,attr_53,attr_408,attr_507,attr_822,attr_453,attr_93,attr_107,attr_66,attr_316,attr_415,attr_95,attr_77,attr_264,attr_912,attr_537,attr_222,attr_363,attr_618,attr_632,attr_680,attr_430,attr_875,attr_827,attr_739,attr_573,attr_485,attr_420,attr_353,attr_654,attr_914,attr_683,attr_84,attr_664,attr_671,attr_646,attr_494,attr_637,attr_269,attr_315,attr_374,attr_877,attr_829,attr_31,attr_583,attr_229,attr_846,attr_731,attr_915,attr_32,attr_308,attr_103,attr_134;sku,attr_296,attr_806,attr_919,attr_95;sku,attr_731,attr_718,attr_66,attr_207
fam_198;"Incidunt aperiam.";"Vel et.";name;sku,name,attr_5,attr_800,attr_689,attr_997,attr_123,attr_421,attr_584,attr_170,attr_672,attr_300,attr_777,attr_23,attr_478,attr_223,attr_187,attr_236,attr_787,attr_741,attr_657,attr_738,attr_790,attr_685,attr_675,attr_92,attr_941,attr_683,attr_757,attr_305,attr_248,attr_638,attr_121,attr_295,attr_35,attr_641,attr_458,attr_732,attr_758,attr_364,attr_906,attr_149,attr_574,attr_929,attr_636,attr_953,attr_241,attr_247,attr_972,attr_91,attr_132,attr_230,attr_16,attr_110,attr_648,attr_515,attr_815,attr_8,attr_895,attr_655,attr_36,attr_829,attr_59,attr_614,attr_371,attr_71,attr_868,attr_594,attr_955,attr_957,attr_561,attr_861,attr_183,attr_572,attr_971,attr_418,attr_902,attr_637,attr_120,attr_622,attr_508,attr_799,attr_563,attr_504,attr_48,attr_556,attr_360,attr_231,attr_914,attr_973,attr_405,attr_894,attr_583,attr_185,attr_488,attr_392,attr_970,attr_362,attr_462,attr_32,attr_551;sku,attr_132,attr_551,attr_636,attr_868;sku,attr_636,attr_515,attr_594,attr_36
fam_199;"Delectus ducimus.";"Voluptatem ipsa aperiam.";name;sku,name,attr_271,attr_560,attr_460,attr_263,attr_453,attr_630,attr_991,attr_292,attr_341,attr_361,attr_317,attr_650,attr_301,attr_344,attr_890,attr_496,attr_583,attr_396,attr_83,attr_117,attr_608,attr_775,attr_526,attr_468,attr_624,attr_831,attr_869,attr_768,attr_674,attr_420,attr_156,attr_354,attr_695,attr_682,attr_741,attr_671,attr_938,attr_183,attr_75,attr_28,attr_944,attr_966,attr_876,attr_525,attr_715,attr_618,attr_154,attr_691,attr_265,attr_823,attr_781,attr_788,attr_803,attr_109,attr_228,attr_369,attr_771,attr_827,attr_0,attr_1,attr_193,attr_555,attr_847,attr_243,attr_486,attr_97,attr_336,attr_459,attr_643,attr_182,attr_213,attr_408,attr_390,attr_131,attr_503,attr_878,attr_426,attr_312,attr_756,attr_576,attr_535,attr_250,attr_997,attr_470,attr_181,attr_711,attr_892,attr_696,attr_597,attr_762,attr_100,attr_211,attr_735,attr_414,attr_273,attr_37,attr_581,attr_180,attr_89;sku,attr_696,attr_131,attr_193,attr_711;sku,attr_991,attr_312,attr_762,attr_847
fam_200;"Non earum architecto.";"Voluptatum corrupti qui.";name;sku,name,attr_595,attr_883,attr_152,attr_242,attr_565,attr_873,attr_746,attr_698,attr_219,attr_440,attr_574,attr_405,attr_87,attr_763,attr_410,attr_963,attr_719,attr_46,attr_542,attr_513,attr_55,attr_358,attr_137,attr_106,attr_335,attr_820,attr_498,attr_231,attr_800,attr_422,attr_273,attr_485,attr_739,attr_363,attr_583,attr_293,attr_720,attr_769,attr_1,attr_909,attr_303,attr_974,attr_454,attr_865,attr_609,attr_481,attr_659,attr_148,attr_282,attr_829,attr_591,attr_130,attr_402,attr_965,attr_782,attr_552,attr_916,attr_37,attr_505,attr_745,attr_460,attr_461,attr_541,attr_501,attr_270,attr_686,attr_290,attr_368,attr_522,attr_774,attr_848,attr_325,attr_287,attr_434,attr_635,attr_809,attr_479,attr_149,attr_357,attr_783,attr_409,attr_687,attr_284,attr_88,attr_704,attr_631,attr_419,attr_716,attr_935,attr_203,attr_494,attr_613,attr_649,attr_535,attr_643,attr_675,attr_904,attr_92,attr_383;sku,attr_746,attr_687,sku,attr_800;sku,attr_716,attr_219,attr_659,attr_409
fam_201;"Consequatur inventore tempora.";"Veritatis voluptas eveniet.";name;sku,name,attr_607,attr_697,attr_939,attr_273,attr_332,attr_757,attr_37,attr_114,attr_575,attr_34,attr_944,attr_346,attr_809,attr_578,attr_925,attr_737,attr_257,attr_580,attr_311,attr_455,attr_796,attr_773,attr_570,attr_459,attr_99,attr_161,attr_790,attr_50,attr_582,attr_320,attr_668,attr_369,attr_783,attr_761,attr_664,attr_399,attr_977,attr_738,attr_507,attr_767,attr_736,attr_762,attr_446,attr_484,attr_872,attr_352,attr_516,attr_740,attr_821,attr_43,attr_713,attr_882,attr_432,attr_650,attr_687,attr_430,attr_363,attr_538,attr_124,attr_930,attr_840,attr_113,attr_720,attr_228,attr_969,attr_329,attr_994,attr_306,attr_357,attr_623,attr_343,attr_32,attr_194,attr_828,attr_133,attr_85,attr_993,attr_149,attr_217,attr_959,attr_812,attr_216,attr_896,attr_497,attr_764,attr_302,attr_115,attr_822,attr_440,attr_168,attr_891,attr_491,attr_340,attr_36,attr_469,attr_39,attr_626,attr_510,attr_951;sku,attr_720,attr_697,attr_578,attr_516;sku,attr_575,attr_626,attr_216,attr_369
fam_202;"Eos magnam fugiat.";"Ut aut.";name;sku,name,attr_874,attr_950,attr_575,attr_766,attr_699,attr_701,attr_324,attr_122,attr_805,attr_537,attr_13,attr_540,attr_281,attr_941,attr_477,attr_343,attr_356,attr_678,attr_59,attr_812,attr_75,attr_128,attr_72,attr_357,attr_110,attr_365,attr_964,attr_76,attr_975,attr_317,attr_577,attr_369,attr_972,attr_777,attr_54,attr_875,attr_269,attr_708,attr_710,attr_719,attr_405,attr_526,attr_654,attr_959,attr_270,attr_439,attr_873,attr_309,attr_265,attr_79,attr_981,attr_55,attr_26,attr_284,attr_832,attr_492,attr_166,attr_966,attr_727,attr_186,attr_542,attr_957,attr_37,attr_395,attr_207,attr_983,attr_864,attr_350,attr_487,attr_10,attr_148,attr_601,attr_485,attr_787,attr_541,attr_345,attr_656,attr_696,attr_9,attr_172,attr_96,attr_258,attr_851,attr_136,attr_288,attr_718,attr_404,attr_547,attr_97,attr_187,attr_410,attr_748,attr_857,attr_111,attr_266,attr_523,attr_991,attr_126,attr_865;sku,attr_541,attr_696,attr_13,attr_766;sku,attr_873,attr_166,attr_701,attr_266
fam_203;"Tempore fuga id.";"Voluptates tempora.";name;sku,name,attr_369,attr_383,attr_389,attr_438,attr_622,attr_520,attr_327,attr_913,attr_658,attr_317,attr_541,attr_650,attr_458,attr_624,attr_433,attr_896,attr_780,attr_522,attr_771,attr_84,attr_59,attr_863,attr_617,attr_970,attr_939,attr_938,attr_63,attr_296,attr_472,attr_648,attr_324,attr_257,attr_943,attr_699,attr_779,attr_289,attr_252,attr_274,attr_741,attr_379,attr_476,attr_918,attr_983,attr_545,attr_901,attr_136,attr_201,attr_577,attr_610,attr_821,attr_132,attr_739,attr_705,attr_441,attr_437,attr_909,attr_856,attr_887,attr_67,attr_756,attr_56,attr_171,attr_225,attr_727,attr_891,attr_941,attr_592,attr_285,attr_926,attr_192,attr_549,attr_783,attr_155,attr_607,attr_763,attr_173,attr_899,attr_686,attr_722,attr_92,attr_268,attr_527,attr_500,attr_845,attr_972,attr_411,attr_920,attr_278,attr_164,attr_230,attr_928,attr_831,attr_163,attr_382,attr_729,attr_347,attr_334,attr_638,attr_801;sku,attr_801,attr_438,attr_383,attr_522;sku,attr_163,attr_67,attr_779,attr_296
fam_204;"Nulla dolorem ipsum.";"Voluptas exercitationem.";name;sku,name,attr_570,attr_998,attr_622,attr_855,attr_891,attr_68,attr_8,attr_496,attr_465,attr_792,attr_343,attr_831,attr_185,attr_560,attr_877,attr_753,attr_832,attr_29,attr_599,attr_770,attr_920,attr_314,attr_10,attr_99,attr_475,attr_661,attr_727,attr_710,attr_218,attr_363,attr_273,attr_329,attr_411,attr_322,attr_480,attr_912,attr_328,attr_589,attr_358,attr_732,attr_159,attr_896,attr_429,attr_257,attr_176,attr_859,attr_578,attr_573,attr_124,attr_971,attr_720,attr_339,attr_695,attr_180,attr_454,attr_736,attr_638,attr_242,attr_423,attr_484,attr_642,attr_580,attr_418,attr_178,attr_569,attr_359,attr_319,attr_995,attr_678,attr_737,attr_718,attr_793,attr_508,attr_752,attr_646,attr_162,attr_773,attr_51,attr_279,attr_671,attr_16,attr_367,attr_543,attr_56,attr_643,attr_501,attr_645,attr_988,attr_255,attr_591,attr_626,attr_101,attr_894,attr_274,attr_825,attr_217,attr_590,attr_636,attr_950;sku,attr_484,attr_896,attr_971,attr_661;sku,attr_638,attr_319,attr_622,attr_570
fam_205;"Et qui beatae.";"Et dolorum.";name;sku,name,attr_209,attr_16,attr_744,attr_597,attr_699,attr_50,attr_355,attr_93,attr_804,attr_175,attr_859,attr_52,attr_783,attr_397,attr_600,attr_494,attr_993,attr_399,attr_227,attr_700,attr_401,attr_985,attr_1,attr_524,attr_759,attr_493,attr_276,attr_960,attr_108,attr_448,attr_526,attr_666,attr_917,attr_28,attr_208,attr_994,attr_203,attr_443,attr_204,attr_332,attr_277,attr_463,attr_282,attr_901,attr_552,attr_801,attr_296,attr_192,attr_103,attr_429,attr_11,attr_910,attr_937,attr_81,attr_264,attr_476,attr_675,attr_8,attr_234,attr_404,attr_426,attr_667,attr_714,attr_771,attr_105,attr_188,attr_500,attr_671,attr_536,attr_422,attr_468,attr_3,attr_630,attr_765,attr_198,attr_637,attr_270,attr_840,attr_313,attr_602,attr_923,attr_472,attr_621,attr_966,attr_568,attr_337,attr_183,attr_701,attr_457,attr_260,attr_722,attr_718,attr_174,attr_335,attr_992,attr_501,attr_754,attr_59,attr_473;sku,attr_401,attr_313,attr_463,attr_568;sku,attr_472,name,attr_332,attr_901
fam_206;"Sint non voluptas.";"Est numquam.";name;sku,name,attr_187,attr_349,attr_128,attr_132,attr_454,attr_474,attr_253,attr_510,attr_916,attr_655,attr_452,attr_512,attr_221,attr_827,attr_188,attr_88,attr_658,attr_831,attr_829,attr_764,attr_737,attr_919,attr_15,attr_504,attr_535,attr_892,attr_467,attr_871,attr_887,attr_246,attr_234,attr_38,attr_843,attr_66,attr_157,attr_760,attr_722,attr_515,attr_469,attr_6,attr_17,attr_56,attr_629,attr_444,attr_506,attr_860,attr_63,attr_211,attr_48,attr_581,attr_672,attr_245,attr_137,attr_447,attr_436,attr_424,attr_981,attr_428,attr_513,attr_626,attr_562,attr_176,attr_564,attr_250,attr_668,attr_519,attr_463,attr_548,attr_611,attr_738,attr_64,attr_104,attr_274,attr_438,attr_50,attr_10,attr_405,attr_878,attr_257,attr_781,attr_321,attr_931,attr_57,attr_384,attr_863,attr_97,attr_739,attr_322,attr_314,attr_262,attr_304,attr_223,attr_195,attr_186,attr_159,attr_224,attr_143,attr_872,attr_499;sku,attr_66,attr_581,attr_143,attr_860;sku,attr_878,attr_187,attr_322,attr_15
fam_207;"Est sed dolor.";"Reprehenderit perspiciatis.";name;sku,name,attr_254,attr_18,attr_612,attr_661,attr_182,attr_113,attr_38,attr_869,attr_722,attr_394,attr_295,attr_422,attr_26,attr_75,attr_308,attr_635,attr_392,attr_968,attr_461,attr_219,attr_799,attr_91,attr_801,attr_678,attr_71,attr_926,attr_848,attr_400,attr_970,attr_226,attr_344,attr_960,attr_127,attr_176,attr_74,attr_619,attr_892,attr_690,attr_67,attr_566,attr_45,attr_650,attr_843,attr_56,attr_761,attr_24,attr_769,attr_87,attr_251,attr_767,attr_423,attr_459,attr_614,attr_935,attr_733,attr_724,attr_85,attr_997,attr_123,attr_307,attr_642,attr_987,attr_852,attr_199,attr_224,attr_250,attr_983,attr_206,attr_569,attr_921,attr_443,attr_138,attr_195,attr_424,attr_455,attr_358,attr_753,attr_744,attr_986,attr_955,attr_768,attr_790,attr_143,attr_563,attr_745,attr_73,attr_145,attr_771,attr_875,attr_178,attr_710,attr_925,attr_359,attr_480,attr_14,attr_594,attr_704,attr_198,attr_911;sku,attr_799,attr_127,attr_145,attr_219;sku,attr_724,attr_424,attr_206,attr_308
fam_208;"Dignissimos placeat hic.";"Reprehenderit enim eum.";name;sku,name,attr_864,attr_754,attr_870,attr_211,attr_833,attr_446,attr_33,attr_935,attr_355,attr_339,attr_360,attr_764,attr_278,attr_229,attr_49,attr_15,attr_160,attr_837,attr_243,attr_180,attr_47,attr_596,attr_659,attr_556,attr_416,attr_545,attr_996,attr_492,attr_472,attr_568,attr_602,attr_404,attr_860,attr_165,attr_903,attr_838,attr_569,attr_986,attr_223,attr_782,attr_654,attr_629,attr_874,attr_441,attr_755,attr_940,attr_655,attr_957,attr_865,attr_714,attr_519,attr_933,attr_445,attr_737,attr_52,attr_402,attr_924,attr_238,attr_921,attr_985,attr_171,attr_820,attr_625,attr_751,attr_826,attr_358,attr_368,attr_770,attr_528,attr_800,attr_852,attr_638,attr_311,attr_993,attr_744,attr_506,attr_843,attr_53,attr_742,attr_131,attr_662,attr_81,attr_209,attr_478,attr_336,attr_805,attr_109,attr_758,attr_651,attr_815,attr_86,attr_113,attr_795,attr_984,attr_372,attr_420,attr_640,attr_44,attr_30;sku,attr_865,attr_662,attr_993,attr_933;sku,attr_472,attr_996,attr_662,attr_52
fam_209;"Nesciunt ut dolorem.";"Repellat eum beatae.";name;sku,name,attr_372,attr_980,attr_376,attr_603,attr_805,attr_100,attr_858,attr_677,attr_651,attr_906,attr_876,attr_330,attr_727,attr_736,attr_927,attr_789,attr_644,attr_930,attr_911,attr_751,attr_43,attr_845,attr_431,attr_959,attr_198,attr_545,attr_105,attr_221,attr_978,attr_28,attr_41,attr_84,attr_334,attr_374,attr_512,attr_53,attr_697,attr_892,attr_271,attr_408,attr_814,attr_605,attr_924,attr_564,attr_809,attr_259,attr_380,attr_90,attr_499,attr_313,attr_375,attr_429,attr_780,attr_94,attr_822,attr_748,attr_343,attr_210,attr_269,attr_597,attr_471,attr_839,attr_157,attr_483,attr_310,attr_312,attr_155,attr_970,attr_711,attr_622,attr_901,attr_631,attr_223,attr_437,attr_201,attr_182,attr_543,attr_957,attr_948,attr_158,attr_238,attr_421,attr_801,attr_783,attr_982,attr_71,attr_358,attr_947,attr_303,attr_204,attr_602,attr_596,attr_929,attr_254,attr_898,attr_467,attr_185,attr_479,attr_66;sku,attr_84,attr_28,attr_100,attr_801;sku,attr_906,attr_545,attr_437,attr_271
fam_210;"Et soluta id.";"Ut aspernatur.";name;sku,name,attr_989,attr_799,attr_36,attr_966,attr_846,attr_287,attr_213,attr_824,attr_483,attr_996,attr_598,attr_343,attr_664,attr_941,attr_627,attr_111,attr_512,attr_621,attr_243,attr_868,attr_468,attr_404,attr_199,attr_116,attr_497,attr_208,attr_336,attr_193,attr_175,attr_972,attr_461,attr_132,attr_836,attr_0,attr_442,attr_706,attr_106,attr_761,attr_176,attr_95,attr_353,attr_41,attr_275,attr_89,attr_230,attr_811,attr_814,attr_922,attr_455,attr_34,attr_543,attr_253,attr_892,attr_328,attr_637,attr_870,attr_464,attr_412,attr_562,attr_267,attr_967,attr_789,attr_136,attr_27,attr_898,attr_612,attr_847,attr_142,attr_849,attr_67,attr_179,attr_235,attr_547,attr_768,attr_738,attr_321,attr_195,attr_909,attr_682,attr_681,attr_725,attr_876,attr_308,attr_39,attr_603,attr_331,attr_988,attr_858,attr_341,attr_719,attr_405,attr_184,attr_428,attr_561,attr_572,attr_671,attr_775,attr_576,attr_962;sku,attr_966,attr_208,attr_336,attr_962;sku,attr_562,attr_671,attr_195,attr_858
