code;label-fr_FR;label-en_US;label-de_DE;label-ru_RU;attribute_as_label;attributes;requirements-ecommerce;requirements-print;requirements-mobile;requirements-pos
fam_80;"Unde iusto aut.";"Tempora earum quam.";"Inventore occaecati iure.";"Facilis inventore.";name;sku,name,attr_241,attr_98,attr_151,attr_206,attr_192,attr_85,attr_210,attr_188,attr_117,attr_203,attr_245,attr_37,attr_222,attr_168,attr_154,attr_198,attr_31,attr_142,attr_171,attr_102,attr_61,attr_164,attr_66,attr_228,attr_227,attr_156,attr_193,attr_118,attr_87,attr_233,attr_145,attr_5,attr_186,attr_80,attr_13,attr_225,attr_68,attr_237,attr_14;sku,attr_118,attr_222,attr_188,attr_164;sku,attr_245,attr_66,attr_61,attr_222;sku,attr_102,attr_192,attr_31,attr_14;sku,attr_87,attr_206,attr_241,attr_151
fam_81;"Pariatur quia.";"Voluptas adipisci nam.";"Ut laboriosam commodi.";"Porro quas deleniti.";name;sku,name,attr_160,attr_219,attr_150,attr_83,attr_24,attr_119,attr_228,attr_69,attr_199,attr_38,attr_130,attr_93,attr_55,attr_48,attr_67,attr_108,attr_237,attr_19,attr_81,attr_78,attr_132,attr_225,attr_128,attr_165,attr_27,attr_134,attr_113,attr_9,attr_181,attr_56,attr_120,attr_20,attr_202,attr_136,attr_22,attr_86,attr_90,attr_123,attr_72;sku,attr_24,attr_69,name,attr_56;sku,attr_48,attr_69,attr_113,attr_93;sku,attr_160,attr_90,attr_228,sku;sku,attr_199,attr_119,attr_93,attr_69
fam_82;"Sit culpa.";"Est nihil.";"Ipsam consequuntur officia.";"Ipsa dolor.";name;sku,name,attr_243,attr_138,attr_213,attr_247,attr_191,attr_60,attr_32,attr_57,attr_185,attr_88,attr_232,attr_224,attr_101,attr_136,attr_184,attr_190,attr_177,attr_238,attr_165,attr_66,attr_147,attr_144,attr_108,attr_51,attr_196,attr_140,attr_73,attr_16,attr_58,attr_225,attr_40,attr_63,attr_117,attr_246,attr_210,attr_21,attr_168,attr_65,attr_197;sku,attr_197,attr_238,attr_225,attr_58;sku,attr_210,attr_168,attr_138,attr_184;sku,attr_191,attr_88,attr_232,attr_225;sku,attr_65,attr_213,attr_136,attr_58
fam_83;"Eum excepturi consectetur.";"Accusamus aut.";"Aut laudantium.";"Doloribus et.";name;sku,name,attr_87,attr_212,attr_85,attr_106,attr_119,attr_183,attr_73,attr_229,attr_160,attr_236,attr_226,attr_26,attr_188,attr_65,attr_110,attr_17,attr_205,attr_36,attr_242,attr_222,attr_197,attr_62,attr_57,attr_40,attr_174,attr_125,attr_42,attr_113,attr_247,attr_166,attr_45,attr_164,attr_156,attr_0,attr_133,attr_99,attr_18,attr_107,attr_213;sku,sku,attr_0,attr_125,attr_222;sku,attr_110,attr_99,attr_65,attr_188;sku,attr_205,attr_99,attr_119,attr_107;sku,attr_18,attr_73,attr_213,attr_110
fam_84;"Odit quae.";"Odio numquam consequatur.";"Dolor et.";"Quod est.";name;sku,name,attr_170,attr_116,attr_153,attr_240,attr_33,attr_241,attr_13,attr_42,attr_218,attr_47,attr_214,attr_185,attr_96,attr_114,attr_21,attr_130,attr_230,attr_209,attr_50,attr_37,attr_22,attr_7,attr_137,attr_162,attr_127,attr_169,attr_205,attr_143,attr_231,attr_211,attr_213,attr_34,attr_168,attr_6,attr_108,attr_18,attr_68,attr_75,attr_134;sku,attr_213,attr_37,name,attr_143;sku,sku,attr_213,attr_162,attr_7;sku,attr_127,attr_231,name,attr_114;sku,sku,attr_211,attr_18,attr_213
fam_85;"Est molestiae.";"Ut mollitia.";"Veritatis dignissimos.";"Est veritatis.";name;sku,name,attr_243,attr_7,attr_11,attr_230,attr_60,attr_203,attr_126,attr_197,attr_23,attr_237,attr_12,attr_63,attr_102,attr_220,attr_132,attr_32,attr_190,attr_87,attr_53,attr_62,attr_115,attr_64,attr_70,attr_205,attr_57,attr_49,attr_17,attr_119,attr_240,attr_192,attr_129,attr_71,attr_131,attr_25,attr_0,attr_162,attr_144,attr_55,attr_24;sku,attr_70,attr_240,attr_57,name;sku,attr_162,attr_64,attr_24,attr_119;sku,attr_162,attr_12,attr_62,attr_24;sku,attr_192,attr_119,attr_115,attr_12
fam_86;"Earum ut fugiat.";"Et perferendis rem.";"Quia asperiores aut.";"Laudantium veniam cumque.";name;sku,name,attr_77,attr_152,attr_85,attr_2,attr_6,attr_186,attr_19,attr_188,attr_176,attr_237,attr_3,attr_178,attr_49,attr_134,attr_233,attr_27,attr_173,attr_99,attr_14,attr_129,attr_47,attr_75,attr_38,attr_5,attr_87,attr_123,attr_131,attr_80,attr_164,attr_4,attr_55,attr_103,attr_60,attr_124,attr_187,attr_224,attr_190,attr_206,attr_16;sku,attr_99,attr_47,attr_188,attr_80;sku,attr_134,attr_187,attr_129,attr_103;sku,attr_186,attr_77,attr_5,attr_47;sku,attr_16,attr_173,attr_178,attr_77
fam_87;"Omnis ea quis.";"Nihil ut temporibus.";"Fuga ea aspernatur.";"Quos nisi.";name;sku,name,attr_162,attr_64,attr_194,attr_87,attr_85,attr_207,attr_115,attr_248,attr_122,attr_233,attr_60,attr_232,attr_98,attr_118,attr_127,attr_147,attr_71,attr_48,attr_41,attr_241,attr_15,attr_188,attr_202,attr_223,attr_148,attr_134,attr_83,attr_165,attr_46,attr_18,attr_171,attr_69,attr_38,attr_133,attr_36,attr_205,attr_240,attr_7,attr_179;sku,attr_85,attr_134,attr_118,attr_87;sku,attr_7,attr_15,attr_115,attr_36;sku,attr_194,attr_207,name,attr_15;sku,attr_69,attr_194,attr_122,attr_241
fam_88;"Accusantium itaque.";"Ea modi deserunt.";"Id et ut.";"Ut fugiat ipsa.";name;sku,name,attr_36,attr_203,attr_140,attr_159,attr_161,attr_21,attr_41,attr_48,attr_131,attr_190,attr_156,attr_7,attr_125,attr_33,attr_105,attr_84,attr_64,attr_164,attr_102,attr_218,attr_94,attr_231,attr_143,attr_108,attr_233,attr_40,attr_56,attr_215,attr_238,attr_126,attr_20,attr_248,attr_163,attr_242,attr_100,attr_157,attr_43,attr_52,attr_210;sku,attr_163,attr_41,attr_140,attr_238;sku,attr_238,attr_94,attr_41,attr_100;sku,attr_52,attr_7,attr_20,attr_94;sku,attr_56,attr_143,attr_36,attr_126
fam_89;"Eum omnis laudantium.";"Suscipit facere et.";"Quod voluptate labore.";"Velit id.";name;sku,name,attr_56,attr_124,attr_59,attr_27,attr_36,attr_87,attr_155,attr_117,attr_195,attr_49,attr_34,attr_37,attr_144,attr_30,attr_107,attr_25,attr_21,attr_74,attr_145,attr_138,attr_181,attr_235,attr_213,attr_92,attr_214,attr_209,attr_115,attr_31,attr_51,attr_247,attr_133,attr_19,attr_52,attr_40,attr_202,attr_97,attr_178,attr_96,attr_126;sku,attr_133,attr_92,attr_213,attr_97;sku,attr_96,attr_133,attr_138,attr_181;sku,attr_145,attr_115,sku,attr_97;sku,attr_56,attr_92,attr_36,attr_37
fam_90;"Et ipsum consectetur.";"Aut cum molestias.";"Fugiat repellat.";"Perferendis nisi occaecati.";name;sku,name,attr_115,attr_215,attr_175,attr_238,attr_212,attr_104,attr_11,attr_144,attr_63,attr_110,attr_173,attr_224,attr_2,attr_96,attr_116,attr_12,attr_74,attr_214,attr_78,attr_128,attr_119,attr_156,attr_172,attr_26,attr_132,attr_111,attr_168,attr_94,attr_236,attr_58,attr_125,attr_62,attr_146,attr_79,attr_183,attr_23,attr_44,attr_204,attr_201;sku,attr_156,attr_224,attr_58,sku;sku,attr_128,attr_212,attr_204,attr_172;sku,attr_104,attr_212,attr_125,sku;sku,attr_183,attr_63,attr_2,attr_201
fam_91;"Eos est.";"Commodi modi inventore.";"Similique deserunt quam.";"Repellat aut.";name;sku,name,attr_174,attr_171,attr_113,attr_184,attr_214,attr_136,attr_198,attr_52,attr_138,attr_16,attr_74,attr_104,attr_96,attr_64,attr_68,attr_175,attr_54,attr_69,attr_56,attr_34,attr_158,attr_161,attr_35,attr_44,attr_76,attr_165,attr_157,attr_88,attr_139,attr_2,attr_170,attr_99,attr_173,attr_38,attr_247,attr_27,attr_213,attr_72,attr_134;sku,attr_165,attr_72,attr_138,attr_35;sku,attr_171,attr_113,sku,attr_175;sku,attr_69,attr_35,attr_54,attr_64;sku,attr_35,attr_171,attr_68,attr_158
fam_92;"Odit nam id.";"Maxime impedit enim.";"Dolorem totam quasi.";"Doloribus tenetur.";name;sku,name,attr_177,attr_108,attr_53,attr_99,attr_213,attr_18,attr_9,attr_214,attr_242,attr_128,attr_238,attr_182,attr_16,attr_217,attr_80,attr_235,attr_141,attr_77,attr_245,attr_161,attr_119,attr_92,attr_227,attr_37,attr_114,attr_50,attr_38,attr_58,attr_24,attr_157,attr_96,attr_191,attr_60,attr_6,attr_166,attr_207,attr_27,attr_30,attr_93;sku,attr_92,attr_16,attr_30,attr_141;sku,attr_157,attr_80,attr_77,attr_60;sku,attr_245,attr_119,attr_16,attr_214;sku,attr_217,attr_242,attr_214,attr_16
fam_93;"Culpa hic.";"Nam delectus.";"Soluta voluptas quo.";"Exercitationem aut.";name;sku,name,attr_73,attr_68,attr_107,attr_207,attr_48,attr_86,attr_31,attr_140,attr_114,attr_122,attr_2,attr_211,attr_35,attr_82,attr_133,attr_229,attr_152,attr_216,attr_49,attr_222,attr_247,attr_124,attr_156,attr_33,attr_109,attr_25,attr_123,attr_233,attr_135,attr_203,attr_220,attr_92,attr_91,attr_27,attr_113,attr_227,attr_164,attr_63,attr_66;sku,attr_207,attr_152,attr_124,attr_164;sku,attr_156,attr_216,attr_211,attr_207;sku,attr_82,attr_31,attr_152,attr_68;sku,attr_66,attr_152,attr_207,attr_35
fam_94;"Reprehenderit voluptatem debitis.";"Et autem dicta.";"Corporis nam.";"Et iure.";name;sku,name,attr_222,attr_224,attr_53,attr_17,attr_193,attr_122,attr_97,attr_214,attr_60,attr_32,attr_124,attr_66,attr_95,attr_36,attr_221,attr_161,attr_90,attr_86,attr_123,attr_80,attr_248,attr_110,attr_45,attr_164,attr_21,attr_76,attr_166,attr_121,attr_18,attr_15,attr_7,attr_132,attr_137,attr_236,attr_186,attr_152,attr_55,attr_183,attr_204;sku,attr_97,sku,attr_32,attr_15;sku,attr_80,attr_95,attr_60,attr_15;sku,attr_53,attr_224,attr_18,attr_110;sku,attr_15,attr_124,attr_110,attr_66
fam_95;"Numquam libero.";"Repellendus ea ex.";"Explicabo ex quos.";"Dolorem libero ab.";name;sku,name,attr_203,attr_221,attr_244,attr_104,attr_82,attr_67,attr_141,attr_223,attr_59,attr_174,attr_214,attr_168,attr_41,attr_143,attr_18,attr_111,attr_14,attr_249,attr_73,attr_149,attr_81,attr_79,attr_5,attr_16,attr_186,attr_153,attr_92,attr_173,attr_38,attr_108,attr_131,attr_204,attr_39,attr_12,attr_181,attr_127,attr_75,attr_101,attr_66;sku,attr_75,attr_108,attr_16,attr_173;sku,attr_131,attr_153,attr_14,attr_81;sku,attr_38,attr_173,attr_244,attr_186;sku,attr_143,attr_186,sku,attr_204
fam_96;"Eius fuga.";"Et et a.";"Corporis iusto.";"Earum debitis.";name;sku,name,attr_176,attr_0,attr_171,attr_163,attr_33,attr_14,attr_165,attr_54,attr_110,attr_216,attr_248,attr_240,attr_125,attr_53,attr_91,attr_221,attr_209,attr_222,attr_227,attr_58,attr_69,attr_76,attr_103,attr_89,attr_241,attr_51,attr_128,attr_43,attr_167,attr_186,attr_169,attr_20,attr_234,attr_166,attr_94,attr_218,attr_204,attr_198,attr_211;sku,attr_128,attr_14,attr_240,attr_94;sku,attr_234,attr_241,attr_211,attr_54;sku,attr_186,attr_165,attr_14,attr_218;sku,attr_209,attr_204,attr_69,attr_54
fam_97;"Animi ut doloribus.";"Distinctio velit magni.";"Eos nesciunt velit.";"Quisquam voluptas error.";name;sku,name,attr_28,attr_233,attr_73,attr_37,attr_120,attr_197,attr_137,attr_96,attr_24,attr_34,attr_189,attr_108,attr_131,attr_167,attr_142,attr_63,attr_207,attr_69,attr_178,attr_237,attr_104,attr_26,attr_103,attr_215,attr_192,attr_121,attr_9,attr_224,attr_105,attr_41,attr_134,attr_208,attr_150,attr_110,attr_183,attr_86,attr_15,attr_61,attr_56;sku,attr_131,attr_197,attr_224,attr_189;sku,attr_224,attr_131,attr_215,attr_37;sku,attr_167,attr_110,attr_86,attr_121;sku,attr_69,attr_197,attr_26,attr_56
fam_98;"Exercitationem velit et.";"Dolores expedita.";"Sint nesciunt accusamus.";"Nobis quia.";name;sku,name,attr_94,attr_214,attr_142,attr_26,attr_22,attr_143,attr_193,attr_239,attr_151,attr_96,attr_242,attr_178,attr_59,attr_55,attr_132,attr_30,attr_31,attr_167,attr_208,attr_249,attr_100,attr_216,attr_75,attr_98,attr_62,attr_245,attr_72,attr_144,attr_140,attr_124,attr_155,attr_248,attr_154,attr_28,attr_32,attr_195,attr_243,attr_158,attr_76;sku,attr_249,attr_151,attr_239,attr_94;sku,attr_26,attr_100,attr_96,attr_94;sku,attr_124,attr_98,attr_208,attr_94;sku,attr_62,attr_239,attr_245,sku
fam_99;"Eos sed.";"Esse laboriosam.";"Id repudiandae nihil.";"Vel omnis expedita.";name;sku,name,attr_228,attr_27,attr_117,attr_169,attr_151,attr_216,attr_192,attr_147,attr_23,attr_159,attr_18,attr_163,attr_41,attr_238,attr_136,attr_209,attr_179,attr_203,attr_45,attr_249,attr_174,attr_210,attr_152,attr_104,attr_167,attr_230,attr_241,attr_247,attr_103,attr_162,attr_236,attr_60,attr_113,attr_54,attr_182,attr_49,attr_16,attr_14,attr_77;sku,attr_49,attr_216,attr_103,attr_113;sku,attr_104,attr_167,attr_249,sku;sku,attr_216,attr_117,attr_241,attr_236;sku,attr_209,attr_203,attr_18,attr_152
