sku;family;attr_43-en_US-ecommerce;attr_43-en_US-ecommerce-unit;attr_43-en_US-print;attr_43-en_US-print-unit;attr_51;attr_51-unit;attr_94;attr_53;attr_23;attr_85;attr_87;attr_87-unit;attr_49;attr_40;attr_9;attr_17;attr_64;attr_64-unit;attr_29-USD;attr_93;attr_78;attr_10;attr_59-en_US;attr_80;attr_70-USD;attr_8;attr_5;attr_30;attr_18;attr_18-unit;attr_38-USD;attr_56-en_US;attr_56-en_US-unit;attr_60;attr_27;attr_13;attr_46;attr_3;attr_83-en_US-ecommerce;attr_83-en_US-print;attr_55;attr_57;attr_72;attr_96-USD;attr_76;attr_25;attr_21;attr_95;attr_95-unit;attr_7;categories;attr_50-USD;attr_84;attr_81;attr_32;attr_47-en_US;attr_20;attr_89;attr_52;attr_48-USD;attr_90;attr_28;attr_33-USD;attr_67;attr_88;attr_79;attr_66;attr_68;attr_54;attr_86;attr_0-USD;attr_75;attr_44;attr_44-unit;attr_62;attr_14-en_US;attr_58;attr_73;attr_92-en_US;attr_65;attr_39;attr_63;attr_98;attr_34;attr_34-unit;attr_99-ecommerce;attr_99-print;attr_45;attr_45-unit;attr_35;attr_82;attr_77;attr_6-en_US;attr_2;attr_37;attr_26;attr_69;attr_1;attr_1-unit;attr_11;attr_91-en_US-USD;attr_41;attr_22;attr_4;attr_61;attr_31;attr_16-en_US;attr_24;attr_36;attr_15;attr_15-unit;attr_74;attr_12;attr_71;attr_97;attr_19;attr_19-unit;attr_42
id-3038;fam_1;;;;;703;METER;;;;attr_opt_attr_85133;884;METER;;;1989-08-26;547;;;;;;;;169;;;;1;;;;;;attr_opt_attr_60191;;;;;;;;attr_opt_attr_57118;"Qui nihil fugit ex quis quia libero iusto.";;;attr_opt_attr_2546;;;;;master_0_2,master_0_6_1;84;;;;attr_opt_attr_4761;;"Ut officia est similique voluptatem dolores reiciendis non perferendis.";;;"Sed sed et dolores tenetur reiciendis modi.";;;;1;;;"Voluptatem exercitationem officiis dolor voluptatem et atque omnis.";;0;;;;;;;;;;;0;;;;;;;606;METER;;;;;;attr_opt_attr_3746;"Et officia deserunt odio quia quia.";;;;;;;;661;;;2010-12-22;1;;429;METER;;;0;"Pariatur ut quisquam ut rem id rerum velit voluptas.";879;METER;
id-3039;fam_2;;;;;;;;;;;115;METER;"Dolorem adipisci blanditiis quia delectus ducimus.";1;;;414;METER;;0;;;;;;0;;;403;METER;;349;METER;;0;;47;attr_opt_attr_3154;;;;;;875;;;;;;attr_opt_attr_7167;master_3_2_1,master_3_0_0;540;;;;attr_opt_attr_4746;;;;60;"Dolor nam eveniet quos fugiat accusantium et quod.";;;"Similique praesentium facilis dolor aperiam labore voluptatem.";1;;;;;;;;;;;;;1;2006-05-21;1;;attr_opt_attr_6316;;;;;;92;METER;;;;;;attr_opt_attr_3734;;;;;;;1985-06-10;;953;0;;;1;;;;;;;"Et et soluta dolore ullam ut sapiente non.";;;2000-08-19
id-3040;fam_13;390;METER;794;METER;576;METER;;;;attr_opt_attr_85102;677;METER;;0;2007-04-28;244;;;258;1;;;;;16;;;;;;;;;attr_opt_attr_60168;;318;870;attr_opt_attr_3174;;;attr_opt_attr_55111;attr_opt_attr_57174;;;;;693;;;;master_5_0_1,master_3_4;326;;;;;;"Eos voluptas quod incidunt molestias accusantium nesciunt officia.";;;;;;"Cum dolores voluptatem culpa beatae aut quia voluptas.";1;2007-01-29;;;;1;;;;;;;attr_opt_attr_58104;0;;1;0;;;;;;;741;METER;;attr_opt_attr_8240;1;;"Possimus minus deleniti necessitatibus qui eos temporibus ad dolor.";;"Et molestiae nihil et minus non perferendis harum.";;;;;;2002-02-25;;43;;;;;0;908;METER;;;;;653;METER;1985-07-24
id-3041;fam_12;;;;;579;METER;;;2010-03-26;;751;METER;;;;;;;;;;;;;154;;;;;;517;;;attr_opt_attr_60146;0;810;;attr_opt_attr_3137;;;attr_opt_attr_5554;attr_opt_attr_5738;;966;;;119;;;;master_0_1_4,master_4_4_5;452;;;;attr_opt_attr_47143;;"Qui minus debitis aut ab laborum.";;;;;;;;2013-04-02;;;attr_opt_attr_54144;0;875;;905;METER;;attr_opt_attr_14141;;0;1974-11-10;;;attr_opt_attr_63135;"Omnis odio repellat dolores aspernatur.";579;METER;;;;;;attr_opt_attr_82195;;;;;;;;;;;2007-11-27;;;1;;;;;;;;;;"Ut velit quia deserunt voluptatibus.";;;
id-3042;fam_4;;;;;;;attr_opt_attr_9447;attr_opt_attr_5382;1971-07-21;attr_opt_attr_85146;;;;;;;551;METER;;0;;;;;555;;;0;552;METER;779;834;METER;;;857;;;;;;;"Ut repudiandae et repellat veritatis.";985;;attr_opt_attr_25157;;;;attr_opt_attr_753;master_0_3,master_0_4_1;998;;;;;;"Nisi consequatur unde corrupti aperiam fugit ipsum cumque dolorem.";;;"Aut architecto cupiditate harum esse.";;597;;0;;;;;1;;;;;;attr_opt_attr_1429;;;;;0;;;545;METER;;;724;METER;;attr_opt_attr_8218;;;;attr_opt_attr_3794;;505;283;METER;;444;1995-09-28;;443;;;;;;;;;;;;;;2001-08-31
id-3043;fam_18;942;METER;788;METER;821;METER;attr_opt_attr_9424;attr_opt_attr_5379;2005-08-16;;;;;;;397;352;METER;;;;;;978;776;1;;1;;;;573;METER;;;;21;attr_opt_attr_334;;;attr_opt_attr_55175;attr_opt_attr_5799;;284;;;;668;METER;;master_4_4_3,master_5_2_1;;;;;;;"Doloremque excepturi occaecati non maxime molestiae recusandae libero.";;;;;;;0;1981-05-10;;;attr_opt_attr_54104;1;;;;;;;attr_opt_attr_5818;1;1973-05-15;0;1;attr_opt_attr_63137;"Ab voluptates tempore architecto reprehenderit vitae enim reiciendis.";723;METER;;;546;METER;;;1;;"Sint aliquam vero ratione ducimus.";attr_opt_attr_37199;;;;;;;;;;;;;;;;;;;1;;;;
id-3044;fam_13;252;METER;147;METER;;;;attr_opt_attr_5387;;attr_opt_attr_8554;919;METER;;;1977-02-10;729;;;897;0;;;;958;259;;;;;;;;;attr_opt_attr_6046;;204;583;attr_opt_attr_398;;;attr_opt_attr_5521;attr_opt_attr_57156;;;;;720;;;;master_2_1_3,master_5;403;;;;;;"Quia est rerum aliquid.";;304;;;;"Nam doloribus aut rerum voluptatum quis velit eligendi non.";;2014-10-25;;;;;;;;;;;attr_opt_attr_5813;1;;1;1;;;;;;;;;;attr_opt_attr_82185;1;;"Esse vero expedita repellendus eos deleniti totam eligendi cumque.";;"Totam eos consectetur dolorem maxime quia ab.";849;;;;;1977-05-02;;650;;;;;0;411;METER;;;;"Minima et et aut vel.";476;METER;2004-10-15
id-3045;fam_10;;;;;615;METER;;;;;303;METER;"Explicabo in autem dolore occaecati ut accusamus.";;1991-03-23;248;505;METER;859;;;;;;808;0;;;462;METER;;;;;;;;attr_opt_attr_3124;;;;attr_opt_attr_5756;;;;;716;;;;master_4_5_4,master_6_5_2;;;;;;;"Doloremque tenetur voluptatibus neque repellat eum voluptatem.";;214;;;883;"Officiis porro est ad officiis sunt laborum.";0;;;;attr_opt_attr_5467;0;;;;;;attr_opt_attr_149;;0;1977-07-21;;;;;;;;;966;METER;;attr_opt_attr_82169;0;;;;;;;;;;;;;1;;2006-08-20;;0;;;;;;;;;
id-3046;fam_5;;;;;;;;;;;;;"Quo suscipit id illo natus ratione deleniti repellat.";0;1998-05-01;159;385;METER;109;;;;;;;;;;;;167;428;METER;;0;867;168;;;;attr_opt_attr_55191;attr_opt_attr_57165;;;;;;;;attr_opt_attr_781;master_4_0_5,master_4_1_3;;;;;;;"Inventore qui porro iure aut.";;590;;;;;;;;;attr_opt_attr_54137;;;;33;METER;;;attr_opt_attr_580;;;1;1;;;;;;;262;METER;;attr_opt_attr_8273;1;;;;;;;;;156;;;446;0;1;;1;;;;;attr_opt_attr_1290;1;"Repellendus quidem veritatis non exercitationem.";;;
id-3047;fam_13;;;;;858;METER;;attr_opt_attr_5388;;;58;METER;;;;764;;;678;1;;;;;;;;;;;;;;;;970;459;attr_opt_attr_3124;;;attr_opt_attr_555;attr_opt_attr_5721;;;;;841;;;;master_4_4_5,master_4_5_2;816;;;;;;"Vero quia officiis et dicta provident.";;930;;;;"Magnam eveniet nisi tenetur molestiae eaque quis.";1;1975-08-17;;;;1;;;;;;;attr_opt_attr_589;1;;;1;;;;;;;577;METER;;attr_opt_attr_82152;0;;"Voluptatem aspernatur exercitationem adipisci soluta ut qui totam tenetur.";;;533;;;;;1994-04-27;;882;;;;;0;;;;;;"Et velit illo qui ut ullam sint est.";170;METER;
id-3048;fam_1;;;;;514;METER;attr_opt_attr_94172;;;attr_opt_attr_85170;320;METER;;0;1981-06-04;468;;;;;;;;;;;;1;;;;;;attr_opt_attr_60155;;870;;;;;;attr_opt_attr_5787;"Aut id iste ut et optio veniam et.";;;attr_opt_attr_2539;;;;;master_3_6_2,master_3_2_4;;;;;attr_opt_attr_4789;;"Omnis quae et dolor autem quisquam dolor dolorem.";;;"Nihil qui illo et.";;;;1;;;"Et minus nihil velit ab ullam reiciendis dolorum.";;0;;;;;;attr_opt_attr_14188;;;;;;;;;;;;45;METER;;attr_opt_attr_82197;;;;attr_opt_attr_3782;"Voluptatem praesentium voluptate libero quas aperiam blanditiis ullam fugit.";;835;METER;;;;;;;;1998-07-19;1;;;;;;0;"Voluptatem quasi ea blanditiis temporibus asperiores repellendus.";;;
id-3049;fam_2;517;METER;330;METER;;;;;;;569;METER;"Enim dolor maiores in.";1;2012-11-28;;464;METER;624;1;;;;;;1;;;497;METER;;978;METER;;0;;394;;;;;attr_opt_attr_57129;;953;;;;;;attr_opt_attr_792;master_0_3_3,master_3_3_6;651;;;;attr_opt_attr_47123;;;;;"Dolore illum occaecati iure qui sunt sint.";;;"Adipisci voluptatem inventore numquam sint qui assumenda eum.";;;;;;;;;;;;;;0;;1;;attr_opt_attr_6379;;;;;;57;METER;;;;;;attr_opt_attr_3762;;;463;METER;;;;;599;1;0;;;;;;;;;"Qui esse quo ipsam incidunt tempore.";;;1984-04-20
id-3050;fam_1;;;;;;;attr_opt_attr_9442;;;attr_opt_attr_8583;284;METER;;1;1998-03-14;229;;;;;;;;;;;;;;;;;;attr_opt_attr_60124;;392;;;;;;attr_opt_attr_5798;"Et rem animi cupiditate natus possimus.";;;attr_opt_attr_25148;;;;;master_1_1_4,master_2_2_6;478;;;;attr_opt_attr_47196;;"Cumque id reiciendis commodi voluptatem impedit et incidunt.";;;"Natus deleniti sunt et est quia cumque alias expedita.";;;;1;;;"Est consequatur aut et quo.";;1;;;;;;attr_opt_attr_144;;;1997-01-17;;0;;;;;;;257;METER;;attr_opt_attr_82180;;;;attr_opt_attr_3716;"Fugit enim in esse et.";;888;METER;;;;;325;1;;2014-01-14;1;;528;METER;;;0;"Beatae voluptatibus culpa dignissimos harum.";709;METER;
id-3051;fam_11;;;;;;;attr_opt_attr_9464;;;attr_opt_attr_85127;;;;;;776;;;132;0;;;;;;;;0;;;;;;;;;;;;;;;"Sequi voluptatibus eum laborum aut cum aut.";148;;;913;420;METER;;master_3_6_2,master_0_5_1;13;;;;;;;;;;;;;0;1980-09-28;;;attr_opt_attr_5476;1;563;;;;;;;1;1990-09-12;;;;;;;;;394;METER;;;;;;;;;138;METER;;9;;;126;1;;1999-01-25;0;;93;METER;;;0;;;;1993-07-18
id-3052;fam_10;;;;;103;METER;;;;;;;"Ullam dolore non fugiat commodi corporis blanditiis consequatur.";;1996-11-08;812;533;METER;;;;;;;;1;;;901;METER;;643;METER;;;;729;;;;;attr_opt_attr_57133;;;;;241;;;;master_6_3_4,master_5_0_1;;;;;;;"Accusantium eum voluptatem mollitia vel necessitatibus molestiae aut dolorem.";;524;"Similique distinctio quis et quia.";;331;"Eos eum pariatur id sunt ea.";;;;;attr_opt_attr_54134;0;;;;;;;attr_opt_attr_584;1;2009-10-22;;;;"Voluptas enim provident impedit et maiores placeat.";;;;;1;METER;;attr_opt_attr_82197;1;;;;;;;;;;;;;1;;;;;;;;attr_opt_attr_12138;;;;;
id-3053;fam_5;;;;;;;;attr_opt_attr_53181;;;;;"Labore laborum suscipit laborum omnis voluptatem quod.";0;;;527;METER;676;;;;;;;;;1;;;;;;;0;130;789;;;;attr_opt_attr_5558;attr_opt_attr_57183;;738;;;;;;attr_opt_attr_784;master_3_5_5,master_1_5_0;486;;;;attr_opt_attr_4752;;"Deserunt et ut repudiandae tenetur doloribus eum aut.";;468;"Modi autem porro nihil quas voluptatibus in architecto.";;;;0;;;;attr_opt_attr_5422;;;;840;METER;;;attr_opt_attr_58190;;2010-04-21;0;;;;;;;;650;METER;;attr_opt_attr_8282;0;;;;;;;;;273;;;;0;1;;;;;;;attr_opt_attr_1291;1;"Et incidunt expedita tempora quisquam.";292;METER;
id-3054;fam_15;;;;;;;;attr_opt_attr_53126;1979-12-10;attr_opt_attr_8511;;;"Enim accusamus ab sequi vero.";1;1979-10-29;;;;141;0;;;;;;1;;1;;;;996;METER;attr_opt_attr_60151;0;334;;;;;;attr_opt_attr_5715;"Minima autem vel et ducimus rem.";;;;427;816;METER;attr_opt_attr_783;master_4_5,master_4_6_0;;;;;;;;;;;;;;;;;"Eos et voluptatibus aut qui deleniti aut.";;;555;;;;;;;1;1998-03-07;;;;;610;METER;;;;;;attr_opt_attr_8210;;;"Accusamus ut impedit ipsum eius quae.";;;;;;;;;;;;0;;;;;;;;0;;;;
id-3055;fam_14;448;METER;411;METER;;;;attr_opt_attr_53184;;attr_opt_attr_85129;507;METER;;;;;;;112;0;;;;;;;;1;941;METER;;;;;0;;;;;;;;"Nesciunt saepe aliquid minus voluptatem possimus eaque.";;;;;;;;master_2_1_0,master_6_6;;;;;;;"Minus neque labore quis corporis vero ut ad aut.";;;;;792;"Fuga dolor nam fugit natus quibusdam et asperiores.";;;;;;;;;;;;attr_opt_attr_14159;attr_opt_attr_5891;;1978-07-30;0;1;attr_opt_attr_63144;"In facilis tempore nemo saepe quia ipsum rem.";;;;;;;;attr_opt_attr_8235;;;;attr_opt_attr_37186;;322;;;;926;;;974;;;;1;;;;;;0;"Ducimus eos nihil facilis voluptas et.";;;
id-3056;fam_19;484;METER;467;METER;;;attr_opt_attr_9465;;;attr_opt_attr_85124;;;"Tempora vero libero consectetur sed omnis nisi totam.";;;878;361;METER;;;;;;;;;;;894;METER;;;;attr_opt_attr_6038;;420;;attr_opt_attr_352;;;;;;957;;attr_opt_attr_2572;;171;METER;attr_opt_attr_7196;master_0_0_1,master_6_2_0;;;;;;;;;994;"Ut nemo at sequi necessitatibus commodi.";;387;"Nesciunt perspiciatis aspernatur officiis dignissimos nobis quidem voluptas error.";0;1981-08-10;;"Aperiam omnis sint enim qui voluptates reprehenderit nesciunt qui.";attr_opt_attr_5467;0;24;;;;;attr_opt_attr_1434;attr_opt_attr_58109;1;;;;;;;;;;;;;attr_opt_attr_8299;;;;;;;;;;677;;;;0;;;1;;;;;;;;;;
id-3057;fam_11;;;;;;;attr_opt_attr_944;;;attr_opt_attr_85114;;;;;;;;;;0;;;;569;;;;0;;;604;;;;;;;;;;;;;;;;612;;;;master_1_6,master_4_0_3;697;;;;;;"Expedita et et accusantium nobis et hic quo.";;;;;;"Unde autem qui sit soluta et molestiae.";1;1982-11-03;;;attr_opt_attr_5413;1;;;;;;;;0;1985-08-14;0;;;;888;METER;;;;;;;;;;attr_opt_attr_37110;;;;;;854;;;596;;;2008-10-29;1;;286;METER;;;;"Fugit doloribus ut debitis et itaque.";;;2010-04-28
id-3058;fam_9;;;;;;;;;1986-02-09;;;;;;;;;;286;0;;;;;854;1;;0;;;899;;;;;;606;attr_opt_attr_3102;;;;attr_opt_attr_5746;;;;;410;825;METER;attr_opt_attr_720;master_4_0_1,master_0_6_5;442;;;;attr_opt_attr_47140;;"Incidunt saepe delectus nemo voluptatibus sed.";;;;;;;1;1970-12-16;;"Nobis quia cupiditate magni totam dolores harum.";;;;;905;METER;;;;1;2007-05-08;0;0;attr_opt_attr_6392;"Omnis voluptatem voluptatem culpa rerum labore.";435;METER;;;260;METER;;;0;;"Id officiis minima pariatur.";attr_opt_attr_37168;;;;;;;1987-02-04;;;;;;;;883;METER;;;0;;;;
id-3059;fam_9;;;;;;;attr_opt_attr_9431;attr_opt_attr_5316;;;;;;;;;;;28;0;;;;;668;0;;0;;;935;919;METER;;;;604;attr_opt_attr_34;;;;attr_opt_attr_57195;;;;;824;;;;master_0_0_0,master_6_3_3;;;;;attr_opt_attr_47107;;"Molestiae impedit qui sapiente mollitia numquam consequatur.";;;;;;;0;;;;;;;;;;;;;1;2013-08-10;;;;"Temporibus aliquam minima culpa ipsum maxime.";821;METER;;;986;METER;;;0;;"Et eos voluptatem itaque soluta.";attr_opt_attr_3718;;;887;METER;;;1976-08-18;;;;;;;;821;METER;;attr_opt_attr_1284;0;;;;
id-3060;fam_18;889;METER;970;METER;776;METER;attr_opt_attr_9467;attr_opt_attr_5387;2011-11-14;attr_opt_attr_8590;;;;;;418;439;METER;;;;;;743;718;0;;0;;;;;;;;;340;attr_opt_attr_399;;;;attr_opt_attr_5762;;525;;;;325;METER;;master_2_1_2,master_3_3_6;;;;;;;"Fuga aliquam reprehenderit excepturi esse amet aut a magnam.";;;;;281;"Sed aut alias maxime temporibus accusamus qui accusantium asperiores.";1;1999-05-07;;;attr_opt_attr_54196;;;;;;;;attr_opt_attr_5852;1;1987-10-04;1;;attr_opt_attr_6344;"Et ipsam quas et eum sequi eveniet eligendi adipisci.";;;;;946;METER;;attr_opt_attr_8214;;;"Id saepe cupiditate magnam ad quia.";attr_opt_attr_37158;;;;;;;;;;;;;;;;;;;;;;;
id-3061;fam_5;;;;;;;;;;;;;"Possimus saepe ab quisquam ea porro aut.";0;2009-01-21;;;;625;;;;;;;1;;1;;;350;;;;;300;478;;;;attr_opt_attr_5586;attr_opt_attr_5797;;877;;;;;;;master_6_0_5,master_3_4_3;971;;;;attr_opt_attr_47150;;"Exercitationem voluptatem tenetur quis ut.";;;"Natus dolorem soluta dolores sit aut in.";;;;1;;;;;;;;773;METER;;;attr_opt_attr_58168;;;0;;;;;;;;24;METER;;attr_opt_attr_8284;0;;;;;;;;;708;;;425;1;;;1;;;;;;0;"Quod voluptas quis iusto nostrum.";;;
id-3062;fam_9;778;METER;83;METER;;;;attr_opt_attr_5389;1972-04-21;;;;;;;;;;167;;;;;;232;0;;1;;;231;911;METER;;;;100;attr_opt_attr_393;;;;;;;;;54;342;METER;attr_opt_attr_79;master_3_0_2,master_4_0_2;;;;;attr_opt_attr_47114;;"Non placeat quibusdam ut et ullam magni repellat alias.";;588;;;;;1;1978-01-05;;"Libero ea quod aut nihil ipsam ea tenetur doloribus.";;;;;970;METER;;;;0;2005-06-30;0;1;attr_opt_attr_63117;"Eligendi et perspiciatis ut non dignissimos earum exercitationem.";;;;;;;;;1;;"Aut saepe voluptatibus nostrum aperiam.";attr_opt_attr_37183;;;505;METER;;;2009-03-22;;;;;;;;884;METER;;;0;;;;
id-3063;fam_6;;;;;;;;;2011-06-04;;;;"Et cum dignissimos eos rem laboriosam dolorem fuga.";0;;717;405;METER;;0;;;;766;451;0;;;;;;;;;;593;;;;;attr_opt_attr_55109;;"Ut cumque reprehenderit sunt eius non.";42;;;106;;;;master_0_3_5,master_2_4_1;217;;;;attr_opt_attr_47140;;"Aut nisi soluta autem sequi voluptatibus.";;;"Optio qui ratione cupiditate aut quos aspernatur.";;;;;;;"Delectus doloribus similique rerum et.";;1;384;;326;METER;;;;;1982-05-23;0;;;;;;;;;;;;;;;attr_opt_attr_3718;;948;229;METER;;;1971-11-06;;;1;;1994-02-07;0;;;;;attr_opt_attr_1298;;;;;
id-3064;fam_6;;;;;;;;;;;;;"Ea voluptatem et eveniet est aspernatur aut vel.";1;;259;;;;;;;;837;;1;;;;;560;966;METER;;0;465;;;;;attr_opt_attr_55191;;"Modi ipsa aliquid delectus provident fuga.";916;;;738;;;;master_5_3_5,master_2_4_5;511;;;;attr_opt_attr_4775;;;;;"Tempora possimus laboriosam optio excepturi aut et in.";;;;;2013-05-27;;"Recusandae animi ut reprehenderit nobis quidem vel.";;;298;;152;METER;;;;;2010-12-23;;;;;;;;;;;;attr_opt_attr_82141;;;;attr_opt_attr_3793;;257;;;;;2008-10-17;;;1;;1977-04-20;0;;;;;;;;;;
id-3065;fam_16;432;METER;395;METER;;;attr_opt_attr_94194;attr_opt_attr_5370;1984-06-04;;;;;;;;;;;;;;;;851;;;0;;;;;;attr_opt_attr_60194;0;;781;;;;attr_opt_attr_55189;;"Aut mollitia ipsum in eos.";;;attr_opt_attr_25100;579;;;attr_opt_attr_7116;master_5_3,master_0_5_0;906;;;;attr_opt_attr_47181;;"Laboriosam aliquid dicta consequatur est in tenetur sequi vitae.";;;;;;;1;;;;;1;608;;;;;;;1;2011-11-08;;;;"Deleniti molestias ipsum illo qui est rerum.";;;;;;;;attr_opt_attr_82193;0;;;;;334;;;;945;;;;0;1;;;;704;METER;;;;;;;1983-02-20
id-3066;fam_17;270;METER;37;METER;423;METER;attr_opt_attr_94179;attr_opt_attr_53135;;;158;METER;"Illum necessitatibus repellendus incidunt impedit amet sed accusamus.";0;;232;499;METER;606;0;;;;858;284;0;;0;;;402;281;METER;attr_opt_attr_6067;;905;;attr_opt_attr_3100;;;;;"Aperiam suscipit mollitia soluta qui voluptatibus.";639;;;764;490;METER;attr_opt_attr_754;master_1_4_4,master_2_3_1;27;;;;attr_opt_attr_4759;;"Ducimus adipisci totam itaque porro consequatur exercitationem eos exercitationem.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3067;fam_2;;;;;;;;;;;631;METER;"Aut quia ad mollitia vel.";;2006-01-09;;;;390;;;;;;;0;;0;;;;767;METER;;0;;;attr_opt_attr_3188;;;;attr_opt_attr_5721;;893;;attr_opt_attr_2566;;;;attr_opt_attr_787;master_4_2_2,master_5_2_0;307;;;;attr_opt_attr_47116;;;;913;"Suscipit optio aperiam libero ratione molestiae.";;;"Dignissimos corrupti nobis voluptatem sapiente velit enim cum.";0;;;;;;;;;;;attr_opt_attr_1432;;1;2012-07-27;1;;attr_opt_attr_6394;;;;;;;;;;;;;attr_opt_attr_3723;;;130;METER;;;;;39;1;1;;0;;;;;;;"Delectus neque est error dicta deleniti molestias saepe.";;;2006-05-29
id-3068;fam_7;675;METER;108;METER;;;attr_opt_attr_94127;attr_opt_attr_5354;;;126;METER;"Quasi eaque distinctio molestiae fuga.";1;2009-12-13;567;;;;;;;;;;1;;0;;;;;;;1;685;90;attr_opt_attr_3158;;;;;;;;attr_opt_attr_25101;865;55;METER;attr_opt_attr_7199;master_4_3_5,master_1_6_1;391;;;;;;"Et id deserunt veritatis culpa quibusdam quia et totam.";;;;;;;0;;;"Expedita alias reprehenderit occaecati at perferendis soluta.";;;;;571;METER;;;;1;2012-11-08;;;attr_opt_attr_6372;;;;;;;;;attr_opt_attr_82158;0;;"Occaecati omnis qui aliquam accusamus commodi possimus.";;;;;;;;1973-01-31;;;;;;1;;889;METER;;;;;;;2006-03-06
id-3069;fam_18;614;METER;221;METER;30;METER;attr_opt_attr_94136;;1983-09-21;;;;;;;298;672;METER;;;;;;680;963;0;;1;;;;255;METER;;;;640;attr_opt_attr_3110;;;attr_opt_attr_55176;;;731;;;;456;METER;;master_2_5_3,master_0_4_6;;;;;;;"Consequatur beatae maiores pariatur totam itaque dicta harum rerum.";;;;;433;"Eos tempore libero dolores a sed aut.";0;2003-08-28;;;attr_opt_attr_54158;;;;;;;;attr_opt_attr_58122;0;;0;1;;"Quia deserunt laborum ut consequuntur quas magni architecto sit.";790;METER;;;;;;attr_opt_attr_82107;1;;"Et quos blanditiis temporibus nobis.";attr_opt_attr_3744;;;;;;;;;;;;;;;;;;;1;;;;
id-3070;fam_19;471;METER;150;METER;;;attr_opt_attr_94160;;1981-09-13;attr_opt_attr_8511;;;;;;817;686;METER;;;;;;828;;;;;970;METER;;;;attr_opt_attr_60112;0;;;attr_opt_attr_314;;;;attr_opt_attr_5781;;67;;attr_opt_attr_2596;;503;METER;attr_opt_attr_783;master_6_0_5,master_0_3;;;;;attr_opt_attr_47174;;;;913;;;473;"Nam accusamus nihil ut temporibus repudiandae ab.";1;2008-05-06;;;attr_opt_attr_54191;0;15;;634;METER;;attr_opt_attr_1463;;1;;;;;;;;;;;;;attr_opt_attr_82168;;;;;;;;;;;;;;0;;;1;;;;;;;;;;
id-3071;fam_6;;;;;;;;;1981-01-17;;;;;1;;616;556;METER;;1;;;;;319;;;;;;220;581;METER;;;797;;;;;attr_opt_attr_55122;;;;;;513;;;;master_5_5_2,master_6_3;;;;;attr_opt_attr_4751;;"Consequuntur vitae debitis quibusdam doloribus quos quia.";;;"Rerum fugiat aspernatur vel voluptatum voluptates sint exercitationem.";;;;;1989-01-25;;"Et quis modi et aut autem voluptatem.";;0;;;805;METER;;;;;1978-11-12;0;;;;;;;;;;;attr_opt_attr_82108;;;;attr_opt_attr_37130;;900;999;METER;;;1970-08-13;;;1;;1991-04-20;1;;;;;attr_opt_attr_12160;;;;;
id-3072;fam_12;;;;;213;METER;;;;;518;METER;;;;;895;METER;;;;;;568;525;1;;;;;592;;;attr_opt_attr_6042;0;643;;attr_opt_attr_3158;;;attr_opt_attr_55190;attr_opt_attr_57142;;6;;;552;;;;master_2_0_4,master_4_0_6;566;;;;attr_opt_attr_47118;;"Necessitatibus sunt officia voluptatem id autem quibusdam.";;;;;;"Quia eum et odit dolores aut.";;1974-04-11;;;attr_opt_attr_54163;0;208;;;;;attr_opt_attr_1425;;1;;;;;"Itaque aspernatur numquam molestiae accusamus alias.";577;METER;;;;;;attr_opt_attr_82152;;;;;"Unde quae molestiae necessitatibus accusantium cum dolor dolorem.";287;;;;;;;;;;;;;503;METER;;attr_opt_attr_1237;;"Sit aut consequatur et quia et ratione autem atque.";;;
id-3073;fam_0;;;;;405;METER;;attr_opt_attr_53132;1996-03-07;attr_opt_attr_85155;;;;;;;863;METER;73;;;;;;720;;;;784;METER;;350;METER;;;;;;;;attr_opt_attr_55149;attr_opt_attr_57129;;;;;;;;;master_5_1,master_1_2_6;475;;;;;;"Repellendus magni culpa earum et doloremque qui.";;;;;;"Facilis alias corrupti consequatur accusantium at beatae.";1;1990-05-27;;;attr_opt_attr_54190;1;;;;;;;attr_opt_attr_58134;1;;;0;;;434;METER;;;;;;;;;"Rerum adipisci distinctio voluptate porro sint.";attr_opt_attr_37120;;175;;;;;;;;;1;;;1;686;METER;;attr_opt_attr_12177;1;;;;
id-3074;fam_9;;;;;;;;attr_opt_attr_53114;2004-06-17;;;;;;;;;;420;1;;;;;336;;;0;;;271;;;;;;773;attr_opt_attr_3166;;;;attr_opt_attr_57149;;;;;43;;;;master_1_1_6,master_0_0_0;794;;;;attr_opt_attr_476;;"Sed deserunt sunt commodi officiis sunt quo.";;647;;;;;1;2009-10-30;;"Tempora rerum sit perferendis quibusdam.";;;;;796;METER;;;;1;;0;;;"Voluptatibus praesentium et nesciunt culpa.";770;METER;;;81;METER;;;0;;"Quisquam asperiores ratione perferendis et.";;;;584;METER;;;1981-12-15;;;;;;;;675;METER;;attr_opt_attr_1218;;;;;
id-3075;fam_17;526;METER;771;METER;914;METER;attr_opt_attr_9452;attr_opt_attr_5346;1975-10-14;attr_opt_attr_85178;;;"Ea voluptatem ipsum cupiditate sint ipsa.";0;;;758;METER;320;;;;;464;387;;;1;;;740;184;METER;attr_opt_attr_60133;;830;295;;;;;attr_opt_attr_5713;;341;;;;513;METER;attr_opt_attr_752;master_0_0_4,master_3_1_6;;;;;attr_opt_attr_47193;;;;;;;;;;;;;;;921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;413;METER;;;;;;;
